full_name	shorten	notes
6m_bfb_VH[NFND_251486811448_S01_GE2.v4_91_1_2]	6m_bfb_VH_rep1	GSE63617
6m_bfb_VH[NFND_251486811448_S01_GE2.v4_91_1_3]	6m_bfb_VH_rep2	GSE63617
6m_bfb_VH[NFND_251486811448_S01_GE2.v4_91_1_4]	6m_bfb_VH_rep3	GSE63617
6m_bfb_VH[NFND_251486811716_S01_GE2.v4_91_1_2]	6m_bfb_VH_rep4	GSE63617
6m_ctx_AD11[NFND_251486811419_S02_GE2.v4_91_1_1]	6m_ctx_AD11_rep1	GSE63617
6m_ctx_AD11[NFND_251486811419_S02_GE2.v4_91_1_2]	6m_ctx_AD11_rep2	GSE63617
6m_ctx_AD11[NFND_251486811419_S02_GE2.v4_91_1_3]	6m_ctx_AD11_rep3	GSE63617
6m_ctx_AD11[NFND_251486811419_S02_GE2.v4_91_1_4]	6m_ctx_AD11_rep4	GSE63617
6m_ctx_AD11[NFND_251486811420_S01_GE2.v4_91_1_1]	6m_ctx_AD11_rep5	GSE63617
6m_ctx_VH[NFND_251486811420_S01_GE2.v4_91_1_2]	6m_ctx_VH_rep1	GSE63617
6m_ctx_VH[NFND_251486811420_S01_GE2.v4_91_1_3]	6m_ctx_VH_rep2	GSE63617
6m_ctx_VH[NFND_251486811420_S01_GE2.v4_91_1_4]	6m_ctx_VH_rep3	GSE63617
6m_ctx_VH[NFND_251486811444_S01_GE2.v4_91_1_1]	6m_ctx_VH_rep4	GSE63617
6m_ctx_VH[NFND_251486811444_S01_GE2.v4_91_1_2]	6m_ctx_VH_rep5	GSE63617
6m_hp_AD11[NFND_251486811444_S01_GE2.v4_91_1_3]	6m_hp_AD11_rep1	GSE63617
6m_hp_AD11[NFND_251486811444_S01_GE2.v4_91_1_4]	6m_hp_AD11_rep2	GSE63617
6m_hp_AD11[NFND_251486811445_S01_GE2.v4_91_1_1]	6m_hp_AD11_rep3	GSE63617
6m_hp_AD11[NFND_251486811445_S01_GE2.v4_91_1_2]	6m_hp_AD11_rep4	GSE63617
6m_hp_AD11[NFND_251486811445_S01_GE2.v4_91_1_3]	6m_hp_AD11_rep5	GSE63617
6m_hp_VH[NFND_251486811445_S01_GE2.v4_91_1_4]	6m_hp_VH_rep1	GSE63617
6m_hp_VH[NFND_251486811446_S01_GE2.v4_91_1_1]	6m_hp_VH_rep2	GSE63617
6m_hp_VH[NFND_251486811446_S01_GE2.v4_91_1_2]	6m_hp_VH_rep3	GSE63617
6m_hp_VH[NFND_251486811446_S01_GE2.v4_91_1_3]	6m_hp_VH_rep4	GSE63617
6m_hp_VH[NFND_251486811446_S01_GE2.v4_91_1_4]	6m_hp_VH_rep5	GSE63617
Ngf_[mouse]_nerve_growth_factor_|_kd_by_anti_NGF_Ig_|_Knockdown_|	AD11	GSE63617
Overexpression_|_APP_[human]_amyloid_beta_(A4)_precursor_protein_|_APP[Human]_K670N;_APP_APP[Human]_M671L;_APP[Human]_V717F_|	J20	GSE66598
initial_time_point_|_3_months_|	3_months	GSE66598
APP_[human]_amyloid_beta_(A4)_precursor_protein_|_swe/swe_|;Homozygous_negative_|_Trem2_[mouse]_triggering_receptor_expressed_on_myeloid_cells_2_|	5xFAD_Trem2_KO	GSE65067
APP_[human]_amyloid_beta_(A4)_precursor_protein_|_swe/swe_|	5xFAD	GSE65067
Homozygous_negative_|_Trem2_[mouse]_triggering_receptor_expressed_on_myeloid_cells_2_|	Trem2_KO	GSE65067
TREM2_APP._1	Trem2_KO_1	GSE65067, replace . With -, and sample names
TREM2_APP._2	Trem2_KO_2	GSE65067, replace . With -, and sample names
TREM2_APP._3	Trem2_KO_3	GSE65067, replace . With -, and sample names
TREM2_APP._4	Trem2_KO_4	GSE65067, replace . With -, and sample names
WT_APP._1	WT_1	GSE65067, replace . With -, and sample names
WT_APP._2	WT_2	GSE65067, replace . With -, and sample names
WT_APP._3	WT_3	GSE65067, replace . With -, and sample names
WT_APP._4	WT_4	GSE65067, replace . With -, and sample names
WT_APP._5	WT_5	GSE65067, replace . With -, and sample names
WT_APP+_1	5xFAD_1	GSE65067, replace sample names
WT_APP+_2	5xFAD_2	GSE65067, replace sample names
WT_APP+_3	5xFAD_3	GSE65067, replace sample names
WT_APP+_4	5xFAD_4	GSE65067, replace sample names
WT_APP+_5	5xFAD_5	GSE65067, replace sample names
TREM2_APP+_1	5xFAD_Trem2_KO_1	GSE65067, replace sample names
TREM2_APP+_2	5xFAD_Trem2_KO_2	GSE65067, replace sample names
TREM2_APP+_3	5xFAD_Trem2_KO_3	GSE65067, replace sample names
TREM2_APP+_4	5xFAD_Trem2_KO_4	GSE65067, replace sample names
TREM2_APP+_5	5xFAD_Trem2_KO_5	GSE65067, replace sample names
TREM2_APP+_6	5xFAD_Trem2_KO_6	GSE65067, replace sample names
Eif2a_[mouse]_eukaryotic_translation_initiation_factor_2A_|_+/S51A_|_Heterozygous_|_APP[human]KM670/671NL;_APP[human]_I716V;_APP[human]V717I;_PSEN1[human]M146L;_PSEN1[human]_L286V_|_PSEN1_[human]_presenilin_1_|_Overexpression_|_APP_[human]_amyloid_beta_(A4)_precursor_protein_|	5xFAD_eIF2a	GSE50521
Eif2a_[mouse]_eukaryotic_translation_initiation_factor_2A_|_+/S51A_|_Heterozygous_|_wild_type_genotype	eIF2a	GSE50521
wild_type_genotype_APP[human]KM670/671NL;_APP[human]_I716V;_APP[human]V717I;_PSEN1[human]M146L;_PSEN1[human]_L286V_|_PSEN1_[human]_presenilin_1_|_Overexpression_|_APP_[human]_amyloid_beta_(A4)_precursor_protein_|	5xFAD	GSE50522
Ubb_[mouse]_ubiquitin_B_|_Ubb+1_transgenic_|_Overexpression_|	Ubb+1	GSE13691.1
Ubb+1_transgenic_|_Overexpression_|_Ubb_[mouse]_ubiquitin_B_|	Ubb+1	GSE13691.2
Hippocampus5xFAD1	5xFAD1	GSE50521, sample name
Hippocampus5xFAD;eIF2+/S51A1	5xFAD;eIF2+_S51A1	GSE50521, sample name
Hippocampus5xFAD2	5xFAD2	GSE50521, sample name
HippocampuseIF2+/S51A2	eIF2+_S51A2	GSE50521, sample name
HippocampuseIF2?+/S51A1	eIF2+_S51A1	GSE50521, sample name
Hippocampuswild.type2	WT2	GSE50521, sample name
HippocampuseIF2?+/S51A3	eIF2+_S51A3	GSE50521, sample name
Hippocampus5xFAD;eIF2+/S51A2	5xFAD;eIF2+_S51A2	GSE50521, sample name
Hippocampuswild.type1	WT1	GSE50521, sample name
Hippocampus5xFAD3	5xFAD3	GSE50521, sample name
Hippocampus5xFAD;eIF2?+/S51A3	5xFAD;eIF2+_S51A3	GSE50521, sample name
Hippocampuswild.type3	WT3	GSE50521, sample name
malednADAM10/APP,biologicalrep2	dnADAM10_APP,male,rep2	GSE10908, sample name
ADAM10,biologicalrep3	ADAM10,rep3	GSE10908, sample name
malednADAM10/APP,biologicalrep3	dnADAM10_APP,male,rep3	GSE10908, sample name
dnADAM10,biologicalrep1	dnADAM10,rep1	GSE10908, sample name
femaleAPP,biologicalrep1	APP,female,rep1	GSE10908, sample name
dnADAM10,biologicalrep2	dnADAM10,rep2	GSE10908, sample name
dnADAM10,biologicalrep3	dnADAM10,rep3	GSE10908, sample name
femalednADAM10/APP,biologicalrep3	dnADAM10_APP,female,rep3	GSE10908, sample name
femalednADAM10/APP,biologicalrep2	dnADAM10_APP,female,rep2	GSE10908, sample name
femaleADAM10/APP,biologicalrep1	ADAM10_APP,female,rep1	GSE10908, sample name
maleAPP,biologicalrep3	APP,male,rep3	GSE10908, sample name
femaleADAM10/APP,biologicalrep2	ADAM10_APP,female,rep2	GSE10908, sample name
FVB/N,biologicalrep2	FVB_N,rep2	GSE10908, sample name
FVB/N,biologicalrep3	FVB_N,rep3	GSE10908, sample name
maleADAM10/APP,biologicalrep2	ADAM10_APP,male,rep2	GSE10908, sample name
maleADAM10/APP,biologicalrep3	ADAM10_APP,male,rep3	GSE10908, sample name
femaleADAM10/APP,biologicalrep3	ADAM10_APP,female,rep3	GSE10908, sample name
maleADAM10/APP,biologicalrep1	ADAM10_APP,rep1	GSE10908, sample name
femalednADAM10/APP,biologicalrep1	dnADAM10_APP,female,rep1	GSE10908, sample name
FVB/N,biologicalrep1	FVB_N,rep1	GSE10908, sample name
femaleAPP,biologicalrep2	APP,female,rep2	GSE10908, sample name
femaleAPP,biologicalrep3	APP,female,rep3	GSE10908, sample name
maleAPP,biologicalrep1	APP,male,rep1	GSE10908, sample name
maleAPP,biologicalrep2	APP,male,rep2	GSE10908, sample name
ADAM10,biologicalrep1	ADAM10,rep1	GSE10908, sample name
malednADAM10/APP,biologicalrep1	dnADAM10_APP,male,rep1	GSE10908, sample name
ADAM10,biologicalrep2	ADAM10,rep2	GSE10908, sample name
Overexpression_|_PSEN2_[human]_presenilin_2_|_APP_[human]_amyloid_beta_(A4)_precursor_protein_|_APP_swe/swe,_PSEN_mut/mut_|	PS2APP	GSE74995
3_months_|_initial_time_point_|	3_months	GSE74995
WT7monthsSAM14136220	WT_7m_rep1	GSE74995, sample name
PS2APP13monthsSAM14136244	PS2APP_13m_rep1	GSE74995, sample name
WT13monthsSAM14136229	WT_13m_rep1	GSE74995, sample name
WT3monthsSAM14136219	WT_3m_rep1	GSE74995, sample name
WT13monthsSAM14136226	WT_13m_rep2	GSE74995, sample name
PS2APP7monthsSAM14136239	PS2APP_7m_rep1	GSE74995, sample name
WT3monthsSAM14136216	WT_3m_rep2	GSE74995, sample name
WT7monthsSAM14136221	WT_7m_rep2	GSE74995, sample name
PS2APP7monthsSAM14136236	PS2APP_7m_rep2	GSE74995, sample name
PS2APP7monthsSAM14136237	PS2APP_7m_rep3	GSE74995, sample name
WT3monthsSAM14136218	WT_3m_rep3	GSE74995, sample name
WT7monthsSAM14136223	WT_7m_rep3	GSE74995, sample name
WT13monthsSAM14136227	WT_13m_rep3	GSE74995, sample name
WT7monthsSAM14136224	WT_7m_rep4	GSE74995, sample name
WT13monthsSAM14136228	WT_13m_rep4	GSE74995, sample name
WT3monthsSAM14136217	WT_3m_rep4	GSE74995, sample name
PS2APP3monthsSAM14136230	PS2APP_3m_rep5	GSE74995, sample name
PS2APP13monthsSAM14136243	PS2APP_13m_rep2	GSE74995, sample name
WT7monthsSAM14136222	WT_7m_rep5	GSE74995, sample name
PS2APP7monthsSAM14136235	PS2APP_7m_rep4	GSE74995, sample name
PS2APP3monthsSAM14136232	PS2APP_3m_rep1	GSE74995, sample name
WT13monthsSAM14136225	WT_13m_rep5	GSE74995, sample name
PS2APP13monthsSAM14136241	PS2APP_13m_rep3	GSE74995, sample name
WT3monthsSAM14136215	WT_3m_rep5	GSE74995, sample name
PS2APP3monthsSAM14136231	PS2APP_3m_rep2	GSE74995, sample name
PS2APP3monthsSAM14136233	PS2APP_3m_rep3	GSE74995, sample name
PS2APP13monthsSAM14136240	PS2APP_13m_rep4	GSE74995, sample name
PS2APP13monthsSAM14136242	PS2APP_13m_rep5	GSE74995, sample name
PS2APP7monthsSAM14136238	PS2APP_7m_rep5	GSE74995, sample name
PS2APP3monthsSAM14136234	PS2APP_3m_rep4	GSE74995, sample name
initial_time_point_|_3_months_|	3_months	GSE66598
TPM	het_TPM	GSE64398, heterozyous of PSEN1 (M146V), on Thy1 promoter
HET_TASTPM	het_TASTPM	GSE64398; 
TAU	TAU	GSE64398; MAPT_P301L
TAS10	TAS10	GSE64398; (AppSwe) human APP (K670N/M671L); heterozygous on Thy1 promoter ( Richardson et al., 2003)
HO_TASTPM	ho_TASTPM	GSE64398
Mapt_[mouse]_microtubule_associated_protein_tau_|_rTG4510_mouse_model_|_P301L_mutation_|	Tg4510	GSE53480
Overexpression_|_TFEB_[human]_transcription_factor_EB_|	TFEB	GSE53480
Wild.typemouseinjectedwithAAVTFEBrep1	WT_TFEB_rep1	GSE53480, sample name
Tg4510mouseinjectedwithAAVTFEBrep2	Tg4510_TFEB_rep2	GSE53480, sample name
Tg4510mouseinjectedwithAAVTFEBrep1	Tg4510_TFEB_rep1	GSE53480, sample name
Tg4510mouseinjectedwithAAVTFEBrep3	Tg4510_TFEB_rep3	GSE53480, sample name
Wild.typemouseinjectedwithAAVTFEBrep3	WT_TFEB_rep3	GSE53480, sample name
Wild.typemouseinjectedwithAAVTFEBrep2	WT_TFEB_rep2	GSE53480, sample name
Tg4510mouseinjectedwithAAVTFEBrep4	Tg4510_TFEB_rep4	GSE53480, sample name
Wild.typemouseinjectedwithAAVTFEBrep4	WT_TFEB_rep4	GSE53480, sample name
Tg4510controlmouserep1	Tg4510_rep1	GSE53480, sample name
Tg4510controlmouserep2	Tg4510_rep2	GSE53480, sample name
Wild.typecontrolmouserep2	WT_rep2	GSE53480, sample name
Wild.typecontrolmouserep1	WT_rep1	GSE53480, sample name
Tg4510controlmouserep4	Tg4510_rep4	GSE53480, sample name
Tg4510controlmouserep3	Tg4510_rep3	GSE53480, sample name
Wild.typecontrolmouserep3	WT_rep3	GSE53480, sample name
Wild.typecontrolmouserep4	WT_rep4	GSE53480, sample name
