# 2017-02-01
# Input score file: /home/bzhuang/ND_project_combined/AD_mouse_model_project/mixed_model_jackknife/random_intercept_include_NA_low_exp_rm//jackknife_late_down_regulation_mixed_model_results.tsv
# Input erminej file: /home/bzhuang/ND_project_combined/AD_mouse_model_project/ermineJ/mixed_model_jackknife/random_intercept_include_NA_low_exp_rm_all_processes//2017-02-01_geneset_500/ermineJ_jackknife_late_down_regulation_mixed_model_results.tsv
# only top 50 pathways
# only top 200 genes from the score file are shown ranking in ()
# FDR: corrected p value, []: gene member size of the pathway
geneSymbol	rank	Count	name	sig_paths
Rapgef4	153	13	neuron projection terminus- FDR:0.04745591[134](GO:0044306); excitatory synapse- FDR:0.02453343[164](GO:0060076); axon part- FDR:0.01321031[195](GO:0033267); modulation of synaptic transmission- FDR:8.418e-10[216](GO:0050804); postsynapse- FDR:0.001263[277](GO:0098794); cell-cell signaling- FDR:5.051e-09[290](GO:0007267); axon- FDR:0.004714[356](GO:0030424); dendrite- FDR:1.684e-09[382](GO:0030425); neuronal cell body- FDR:0.001443[384](GO:0043025); regulation of neuron differentiation- FDR:0.01407064[400](GO:0045664); synapse part- FDR:1.263e-09[422](GO:0044456); cell body- FDR:0.002525[433](GO:0044297); regulation of neurogenesis- FDR:0.005051[472](GO:0050767)	neuron projection terminus- FDR:0.04745591[134](GO:0044306); excitatory synapse- FDR:0.02453343[164](GO:0060076); axon part- FDR:0.01321031[195](GO:0033267); modulation of synaptic transmission- FDR:8.418e-10[216](GO:0050804); postsynapse- FDR:0.001263[277](GO:0098794); cell-cell signaling- FDR:5.051e-09[290](GO:0007267); axon- FDR:0.004714[356](GO:0030424); dendrite- FDR:1.684e-09[382](GO:0030425); neuronal cell body- FDR:0.001443[384](GO:0043025); regulation of neuron differentiation- FDR:0.01407064[400](GO:0045664); synapse part- FDR:1.263e-09[422](GO:0044456); cell body- FDR:0.002525[433](GO:0044297); regulation of neurogenesis- FDR:0.005051[472](GO:0050767)
Hexim1	157	1	negative regulation of transcription from RNA polymerase II promoter- FDR:0.05051[435](GO:0000122)	NA
Tmem38a	160.5	4	gated channel activity- FDR:0.05130753[159](GO:0022836); ion channel activity- FDR:0.03003297[202](GO:0005216); channel activity- FDR:0.02378858[215](GO:0015267); passive transmembrane transporter activity- FDR:0.02378858[215](GO:0022803)	ion channel activity- FDR:0.03003297[202](GO:0005216); channel activity- FDR:0.02378858[215](GO:0015267); passive transmembrane transporter activity- FDR:0.02378858[215](GO:0022803)
Sobp	162	2	behavior- FDR:0.01052292[346](GO:0007610); neurological system process- FDR:0.05160804[403](GO:0050877)	behavior- FDR:0.01052292[346](GO:0007610)
Agap3	163	1	nucleoplasm part- FDR:0.04810476[443](GO:0044451)	nucleoplasm part- FDR:0.04810476[443](GO:0044451)
Prkcz	164	14	regulation of synapse structure or activity- FDR:0.001837[181](GO:0050803); axon part- FDR:0.01321031[195](GO:0033267); modulation of synaptic transmission- FDR:8.418e-10[216](GO:0050804); neuron projection morphogenesis- FDR:0.009621[252](GO:0048812); single-organism behavior- FDR:0.02430794[272](GO:0044708); behavior- FDR:0.01052292[346](GO:0007610); axon- FDR:0.004714[356](GO:0030424); neuron projection development- FDR:0.002245[362](GO:0031175); cell projection morphogenesis- FDR:0.005051[377](GO:0048858); neuronal cell body- FDR:0.001443[384](GO:0043025); cell part morphogenesis- FDR:0.00202[396](GO:0032990); neurological system process- FDR:0.05160804[403](GO:0050877); cell body- FDR:0.002525[433](GO:0044297); neuron development- FDR:1.01e-09[435](GO:0048666)	regulation of synapse structure or activity- FDR:0.001837[181](GO:0050803); axon part- FDR:0.01321031[195](GO:0033267); modulation of synaptic transmission- FDR:8.418e-10[216](GO:0050804); neuron projection morphogenesis- FDR:0.009621[252](GO:0048812); single-organism behavior- FDR:0.02430794[272](GO:0044708); behavior- FDR:0.01052292[346](GO:0007610); axon- FDR:0.004714[356](GO:0030424); neuron projection development- FDR:0.002245[362](GO:0031175); cell projection morphogenesis- FDR:0.005051[377](GO:0048858); neuronal cell body- FDR:0.001443[384](GO:0043025); cell part morphogenesis- FDR:0.00202[396](GO:0032990); cell body- FDR:0.002525[433](GO:0044297); neuron development- FDR:1.01e-09[435](GO:0048666)
Slitrk4	166	7	regulation of synapse structure or activity- FDR:0.001837[181](GO:0050803); neuron projection morphogenesis- FDR:0.009621[252](GO:0048812); positive regulation of nervous system development- FDR:0.010102[341](GO:0051962); neuron projection development- FDR:0.002245[362](GO:0031175); cell projection morphogenesis- FDR:0.005051[377](GO:0048858); cell part morphogenesis- FDR:0.00202[396](GO:0032990); neuron development- FDR:1.01e-09[435](GO:0048666)	regulation of synapse structure or activity- FDR:0.001837[181](GO:0050803); neuron projection morphogenesis- FDR:0.009621[252](GO:0048812); positive regulation of nervous system development- FDR:0.010102[341](GO:0051962); neuron projection development- FDR:0.002245[362](GO:0031175); cell projection morphogenesis- FDR:0.005051[377](GO:0048858); cell part morphogenesis- FDR:0.00202[396](GO:0032990); neuron development- FDR:1.01e-09[435](GO:0048666)
Rfc1	167	1	negative regulation of transcription from RNA polymerase II promoter- FDR:0.05051[435](GO:0000122)	NA
Hnrnpll	169	1	RNA processing- FDR:0.05206415[471](GO:0006396)	NA
Slitrk5	170	13	regulation of synapse structure or activity- FDR:0.001837[181](GO:0050803); synaptic transmission- FDR:2.526e-09[206](GO:0007268); synaptic signaling- FDR:2.526e-09[206](GO:0099536); trans-synaptic signaling- FDR:2.526e-09[206](GO:0099537); neuron projection morphogenesis- FDR:0.009621[252](GO:0048812); single-organism behavior- FDR:0.02430794[272](GO:0044708); cell-cell signaling- FDR:5.051e-09[290](GO:0007267); positive regulation of nervous system development- FDR:0.010102[341](GO:0051962); behavior- FDR:0.01052292[346](GO:0007610); neuron projection development- FDR:0.002245[362](GO:0031175); cell projection morphogenesis- FDR:0.005051[377](GO:0048858); cell part morphogenesis- FDR:0.00202[396](GO:0032990); neuron development- FDR:1.01e-09[435](GO:0048666)	regulation of synapse structure or activity- FDR:0.001837[181](GO:0050803); synaptic transmission- FDR:2.526e-09[206](GO:0007268); synaptic signaling- FDR:2.526e-09[206](GO:0099536); trans-synaptic signaling- FDR:2.526e-09[206](GO:0099537); neuron projection morphogenesis- FDR:0.009621[252](GO:0048812); single-organism behavior- FDR:0.02430794[272](GO:0044708); cell-cell signaling- FDR:5.051e-09[290](GO:0007267); positive regulation of nervous system development- FDR:0.010102[341](GO:0051962); behavior- FDR:0.01052292[346](GO:0007610); neuron projection development- FDR:0.002245[362](GO:0031175); cell projection morphogenesis- FDR:0.005051[377](GO:0048858); cell part morphogenesis- FDR:0.00202[396](GO:0032990); neuron development- FDR:1.01e-09[435](GO:0048666)
Cttn	171	13	cation channel complex- FDR:0.05076903[89](GO:0034703); ion channel complex- FDR:0.005348[153](GO:0034702); transmembrane transporter complex- FDR:0.005051[167](GO:1902495); transporter complex- FDR:0.009224[170](GO:1990351); neuron projection morphogenesis- FDR:0.009621[252](GO:0048812); neuron projection development- FDR:0.002245[362](GO:0031175); cell projection morphogenesis- FDR:0.005051[377](GO:0048858); cell part morphogenesis- FDR:0.00202[396](GO:0032990); regulation of neuron differentiation- FDR:0.01407064[400](GO:0045664); neuron development- FDR:1.01e-09[435](GO:0048666); integral component of plasma membrane- FDR:0.04927805[443](GO:0005887); regulation of neurogenesis- FDR:0.005051[472](GO:0050767); intrinsic component of plasma membrane- FDR:0.05108181[472](GO:0031226)	ion channel complex- FDR:0.005348[153](GO:0034702); transmembrane transporter complex- FDR:0.005051[167](GO:1902495); transporter complex- FDR:0.009224[170](GO:1990351); neuron projection morphogenesis- FDR:0.009621[252](GO:0048812); neuron projection development- FDR:0.002245[362](GO:0031175); cell projection morphogenesis- FDR:0.005051[377](GO:0048858); cell part morphogenesis- FDR:0.00202[396](GO:0032990); regulation of neuron differentiation- FDR:0.01407064[400](GO:0045664); neuron development- FDR:1.01e-09[435](GO:0048666); integral component of plasma membrane- FDR:0.04927805[443](GO:0005887); regulation of neurogenesis- FDR:0.005051[472](GO:0050767)
Dab2ip	173	15	regulation of synapse structure or activity- FDR:0.001837[181](GO:0050803); axon part- FDR:0.01321031[195](GO:0033267); neuron projection morphogenesis- FDR:0.009621[252](GO:0048812); positive regulation of nervous system development- FDR:0.010102[341](GO:0051962); axon- FDR:0.004714[356](GO:0030424); neuron projection development- FDR:0.002245[362](GO:0031175); cell projection morphogenesis- FDR:0.005051[377](GO:0048858); neuronal cell body- FDR:0.001443[384](GO:0043025); cell part morphogenesis- FDR:0.00202[396](GO:0032990); regulation of neuron differentiation- FDR:0.01407064[400](GO:0045664); cell body- FDR:0.002525[433](GO:0044297); neuron development- FDR:1.01e-09[435](GO:0048666); negative regulation of transcription from RNA polymerase II promoter- FDR:0.05051[435](GO:0000122); regulation of neurogenesis- FDR:0.005051[472](GO:0050767); intrinsic component of plasma membrane- FDR:0.05108181[472](GO:0031226)	regulation of synapse structure or activity- FDR:0.001837[181](GO:0050803); axon part- FDR:0.01321031[195](GO:0033267); neuron projection morphogenesis- FDR:0.009621[252](GO:0048812); positive regulation of nervous system development- FDR:0.010102[341](GO:0051962); axon- FDR:0.004714[356](GO:0030424); neuron projection development- FDR:0.002245[362](GO:0031175); cell projection morphogenesis- FDR:0.005051[377](GO:0048858); neuronal cell body- FDR:0.001443[384](GO:0043025); cell part morphogenesis- FDR:0.00202[396](GO:0032990); regulation of neuron differentiation- FDR:0.01407064[400](GO:0045664); cell body- FDR:0.002525[433](GO:0044297); neuron development- FDR:1.01e-09[435](GO:0048666); regulation of neurogenesis- FDR:0.005051[472](GO:0050767)
Car7	175	2	modulation of synaptic transmission- FDR:8.418e-10[216](GO:0050804); regulation of ion transport- FDR:0.01459178[373](GO:0043269)	modulation of synaptic transmission- FDR:8.418e-10[216](GO:0050804); regulation of ion transport- FDR:0.01459178[373](GO:0043269)
Itpka	179	8	regulation of synapse structure or activity- FDR:0.001837[181](GO:0050803); modulation of synaptic transmission- FDR:8.418e-10[216](GO:0050804); postsynapse- FDR:0.001263[277](GO:0098794); positive regulation of nervous system development- FDR:0.010102[341](GO:0051962); dendrite- FDR:1.684e-09[382](GO:0030425); regulation of neuron differentiation- FDR:0.01407064[400](GO:0045664); synapse part- FDR:1.263e-09[422](GO:0044456); regulation of neurogenesis- FDR:0.005051[472](GO:0050767)	regulation of synapse structure or activity- FDR:0.001837[181](GO:0050803); modulation of synaptic transmission- FDR:8.418e-10[216](GO:0050804); postsynapse- FDR:0.001263[277](GO:0098794); positive regulation of nervous system development- FDR:0.010102[341](GO:0051962); dendrite- FDR:1.684e-09[382](GO:0030425); regulation of neuron differentiation- FDR:0.01407064[400](GO:0045664); synapse part- FDR:1.263e-09[422](GO:0044456); regulation of neurogenesis- FDR:0.005051[472](GO:0050767)
Ptprd	180	3	positive regulation of nervous system development- FDR:0.010102[341](GO:0051962); regulation of neuron differentiation- FDR:0.01407064[400](GO:0045664); regulation of neurogenesis- FDR:0.005051[472](GO:0050767)	positive regulation of nervous system development- FDR:0.010102[341](GO:0051962); regulation of neuron differentiation- FDR:0.01407064[400](GO:0045664); regulation of neurogenesis- FDR:0.005051[472](GO:0050767)
Eya3	182	2	chromatin modification- FDR:0.025255[346](GO:0016568); chromosome organization- FDR:0.02553561[496](GO:0051276)	chromatin modification- FDR:0.025255[346](GO:0016568); chromosome organization- FDR:0.02553561[496](GO:0051276)
Med4	183.5	1	nucleoplasm part- FDR:0.04810476[443](GO:0044451)	nucleoplasm part- FDR:0.04810476[443](GO:0044451)
Zranb3	183.5	1	chromosome organization- FDR:0.02553561[496](GO:0051276)	chromosome organization- FDR:0.02553561[496](GO:0051276)
Celf1	186	1	RNA processing- FDR:0.05206415[471](GO:0006396)	NA
Atp2b1	189	6	synaptic membrane- FDR:0.009643[179](GO:0097060); neuronal cell body- FDR:0.001443[384](GO:0043025); synapse part- FDR:1.263e-09[422](GO:0044456); cell body- FDR:0.002525[433](GO:0044297); integral component of plasma membrane- FDR:0.04927805[443](GO:0005887); intrinsic component of plasma membrane- FDR:0.05108181[472](GO:0031226)	synaptic membrane- FDR:0.009643[179](GO:0097060); neuronal cell body- FDR:0.001443[384](GO:0043025); synapse part- FDR:1.263e-09[422](GO:0044456); cell body- FDR:0.002525[433](GO:0044297); integral component of plasma membrane- FDR:0.04927805[443](GO:0005887)
U2af1l4	190	1	RNA processing- FDR:0.05206415[471](GO:0006396)	NA
Ift80	192	2	cell projection morphogenesis- FDR:0.005051[377](GO:0048858); cell part morphogenesis- FDR:0.00202[396](GO:0032990)	cell projection morphogenesis- FDR:0.005051[377](GO:0048858); cell part morphogenesis- FDR:0.00202[396](GO:0032990)
Top1	193	4	chromatin modification- FDR:0.025255[346](GO:0016568); neuronal cell body- FDR:0.001443[384](GO:0043025); cell body- FDR:0.002525[433](GO:0044297); chromosome organization- FDR:0.02553561[496](GO:0051276)	chromatin modification- FDR:0.025255[346](GO:0016568); neuronal cell body- FDR:0.001443[384](GO:0043025); cell body- FDR:0.002525[433](GO:0044297); chromosome organization- FDR:0.02553561[496](GO:0051276)
Npy	200	2	cell-cell signaling- FDR:5.051e-09[290](GO:0007267); behavior- FDR:0.01052292[346](GO:0007610)	cell-cell signaling- FDR:5.051e-09[290](GO:0007267); behavior- FDR:0.01052292[346](GO:0007610)
