# 2017-02-01
# Input score file: /home/bzhuang/ND_project_combined/AD_mouse_model_project/mixed_model_jackknife/random_intercept_include_NA_low_exp_rm_adj_cell_pop//jackknife_early_down_regulation_mixed_model_results.tsv
# Input erminej file: /home/bzhuang/ND_project_combined/AD_mouse_model_project/ermineJ/mixed_model_jackknife/random_intercept_include_NA_low_exp_rm_adj_cell_pop_all_processes//2017-02-01_geneset_500/ermineJ_jackknife_early_down_regulation_mixed_model_results.tsv
# only top 50 pathways
# only top 200 genes from the score file are shown ranking in ()
Name	ID	CorrectedPvalue	top_genes	NumGenes	MFPvalue	NumProbes	RawScore	Pval	CorrectedMFPvalue	Multifunctionality	Same.as	GeneMembers
transcription factor binding	GO:0008134	0.57450422	Ddit3(3), Hes5(43), Arnt(55), Snw1(89), Med25(127), Psmc5(157.5), Drap1(168), Hdac8(185)	355	0.03452	355	0.04138242	0.007235	1	0.946		4933416C03Rik|Actn4|Add1|Aip|Anxa4|Apbb1|Apbb2|Apbb3|Apex1|Ar|Arid2|Arnt|Arnt2|Arntl|Arrb1|Ascl1|Asxl1|Atf2|Atf4|Atf7|Atg7|Bbs1|Bbs2|Bbs4|Bbs5|Bbs7|Bcas3|Bcl10|Bcl2|Bcor|Bex2|Bhlhe40|Bptf|Brd7|Brf1|Brms1|C1qbp|Camta2|Cand1|Cav1|Cbx5|Ccnd1|Cd34|Cdk5rap3|Cdk9|Cebpa|Cebpb|Cebpg|Chd4|Cited2|Clock|Cnot1|Cnot2|Commd6|Commd7|Creb1|Creb3|Creg1|Crtc1|Crtc2|Crtc3|Ctbp2|Ctnnb1|Dact2|Daxx|Dcp1a|Ddit3|Ddx3x|Dgkq|Dhx33|Dhx9|Dip2a|Dmap1|Dnaja3|Dnmt1|Dot1l|Drap1|Dusp26|E2f1|E2f2|E2f4|E2f5|Ebf4|Eef1d|Egr1|Egr2|Ep300|Epas1|Epn1|Ercc1|Ercc4|Esrrb|Faf1|Fam89b|Fhl2|Flna|Fos|Foxc1|Foxo1|Fus|Gabarapl1|Gabbr1|Gas2l1|Gata2|Gnptab|Gsk3b|Gtf2f1|H2-Ab1|Hcls1|Hdac1|Hdac11|Hdac2|Hdac3|Hdac4|Hdac5|Hdac7|Hdac8|Hdac9|Hdgf|Hes1|Hes5|Hes6|Hey2|Hhex|Hif1a|Hipk2|Hnf4a|Hnrnpf|Hr|Hspa1a|Hspa4|Htt|Hyal1|Icmt|Id1|Id3|Id4|Ifi27|Ift172|Ikzf4|Insig2|Irf2bp1|Jun|Junb|Jund|Kat2a|Kat2b|Kat5|Kat6a|Kat8|Kctd1|Kdm1a|Kdm5c|Keap1|Klf4|Klf5|Ldb1|Lmo2|Lmo4|Lpin1|Lrif1|Mad2l2|Map3k10|Mapk1|Mapk14|Mapk9|Mecp2|Med1|Med12|Med12l|Med13|Med14|Med16|Med24|Med25|Med30|Med4|Med6|Mef2a|Mef2c|Mef2d|Meis2|Mkks|Mkx|Mlx|Mlxipl|Mta1|Mta2|Mtdh|Mtor|Mybbp1a|Nab1|Nab2|Naca|Ncoa1|Ncoa2|Ncor1|Ncor2|Nfatc1|Nfatc2|Nfatc3|Nfatc4|Nfe2l2|Nfkbia|Nfkbid|Nfya|Nfyb|Nfyc|Nif3l1|Nkx2-2|Nlk|Noc2l|Npm1|Nr1d1|Nr1h2|Nr1h3|Nsd1|Nup62|Ogt|Optn|Park7|Parp1|Paxbp1|Pbx1|Pbx2|Pcna|Pdcd11|Pelp1|Per1|Phf12|Pias1|Pias2|Pik3r1|Pik3r2|Pim1|Polr1e|Pou5f1|Pparg|Ppargc1a|Ppargc1b|Ppp1r13b|Ppp1r13l|Pprc1|Prickle1|Prkdc|Prmt2|Psip1|Psma6|Psmc1|Psmc2|Psmc3|Psmc3ip|Psmc4|Psmc5|Psmd10|Psmd4|Psmd9|Purb|Rarb|Rarg|Rb1|Rbbp8|Rbfox2|Rela|Rnf25|Rnf4|Rora|Rorb|Rps3|Rps6ka1|Rxra|Rxrb|Sall1|Scx|Setd3|Setd6|Sin3a|Sirt1|Sirt2|Ski|Smad2|Smad3|Smad4|Smarca4|Smarcb1|Smarcd3|Snf8|Snw1|Sorbs1|Sorbs3|Sox10|Sox17|Sox2|Sox8|Sox9|Spen|Spi1|Spop|Srf|Sri|Stat3|Stk36|Stk4|Sumo1|Taf1|Taf11|Taf12|Taf4b|Taf9|Tbl1x|Tbp|Tbx3|Tbx6|Tcerg1|Tcf12|Tcf3|Tcf4|Tcf7l2|Tfdp1|Tfdp2|Thra|Tle1|Tle4|Tmem173|Tob2|Trib1|Trib2|Trim11|Trip12|Trp53|Trp53bp1|Trp53bp2|Tsc22d3|Ttc8|Twist1|Uba2|Ube2i|Ubn1|Ubxn7|Uimc1|Usf1|Usf2|Usp7|Vhl|Wfs1|Wwp2|Xbp1|Ybx1|Yeats2|Ywhaz|Zbtb49|Zeb1|Zfp516|Zfpm1|Zfpm2|
negative regulation of muscle cell differentiation	GO:0051148	0.57475	Ddit3(3)	31	0.0091	31	0.01448323	0.0095	0.7838339	0.764		Ankrd17|Bmp4|Ccl9|Cmtm5|Ctdp1|Cxcl14|Daxx|Ddit3|Ezh2|Gsk3a|Hdac3|Hdac4|Hdac5|Id3|Il18|Med28|Mkx|Msx1|Notch1|Ppapdc3|Prickle1|Ptbp1|Shh|Sox8|Sox9|Tbx3|Tgfb1|Tnpo2|Xbp1|Ybx1|Zfhx3|
aggresome	GO:0016235	0.57605308	Eef2(5)	20	0.01028	20	0.01319317	0.010315	0.84262839	0.261		Cabin1|Cct8|Cdh1|Clu|Eef2|Eid1|Git1|Hdac6|Hspa1a|Irf2bp1|Mecom|Mvb12a|Pold1|Rnf32|Skp2|Sqstm1|Syne2|Trim37|Urb2|Xrn2|
translational elongation	GO:0006414	0.57663375	Eef2(5)	18	0.01034	18	0.01359806	0.009985	0.83409333	0.00751		Abtb1|Eef1a2|Eef1b2|Eef1d|Eef1g|Eef2|Eef2k|Eefsec|Eftud1|Eif5a|Gfm1|Gtpbp2|Hbs1l|Mrpl44|Rplp1|Secisbp2|Tsfm|Tufm|
response to axon injury	GO:0048678	0.57797667	Matn4(16), Fgfr3(31), Lamb2(49), Apoe(85)	17	0.00676	17	0.01700648	0.007165	0.83791024	0.764		Apoa1|Apoe|Bax|Bcl2|Fgfr3|Jak2|Jun|Lamb2|Map2k1|Matn4|Mmp2|Nefh|Rtn4rl1|Shh|Sod1|Sod2|Tnc|
regulation of DNA-templated transcription in response to stress	GO:0043620	0.57840051	Ddit3(3), Arnt(55), Atf6b(82)	28	0.00647	28	0.01767709	0.006715	0.88866324	0.843		Arnt|Atf4|Atf6|Atf6b|Bach1|Bclaf1|Cebpb|Cited2|Ddit3|Egr1|Eif2ak3|Epas1|Hif1a|Jun|Klf2|Mapk7|Nck1|Nck2|Nfe2l2|Notch1|Ppp1r15a|Rgs14|Sin3a|Sirt2|Tmbim6|Trp53|Vegfa|Vhl|
positive regulation of T cell mediated cytotoxicity	GO:0001916	0.58034625	Tap2(6)	10	0.006795	10	0.01777292	0.006395	0.822195	0.777		B2m|Fadd|H2-K1|H2-M3|Il12a|P2rx7|Pnp|Pvrl2|Stx7|Tap2|
regulation of natural killer cell mediated immunity	GO:0002715	0.58092517	Tap2(6)	16	0.0101	16	0.01262066	0.009945	0.8414459	0.799	GO:0042269|regulation of natural killer cell mediated cytotoxicity, 	Ap1g1|Arrb2|Cadm1|Clec2d|Gfer|H2-M3|Igf2|Il12a|Lag3|Lamp1|Pik3r6|Pvrl2|Rasgrp1|Stat5a|Tap2|Vav1|
regulation of natural killer cell mediated cytotoxicity	GO:0042269	0.58092517	Tap2(6)	16	0.0101	16	0.01262066	0.009945	0.8414459	0.799	GO:0002715|regulation of natural killer cell mediated immunity, 	Ap1g1|Arrb2|Cadm1|Clec2d|Gfer|H2-M3|Igf2|Il12a|Lag3|Lamp1|Pik3r6|Pvrl2|Rasgrp1|Stat5a|Tap2|Vav1|
negative regulation of fat cell differentiation	GO:0045599	0.5816747	Ddit3(3)	31	0.0091	31	0.01539833	0.0095	0.79734828	0.816		Ankrd26|Arntl|Asxl1|Axin1|Bbs12|Ccdc85b|Ddit3|E2f1|Enpp1|Fam57b|Foxo1|Gata2|Gper1|Id4|Insig1|Jdp2|Lrp6|Ncor2|Rora|Sirt1|Sirt2|Sod2|Sort1|Tcf7l2|Tgfb1|Tgfb1i1|Trib2|Wnt5a|Wwtr1|Zfpm1|Zfpm2|
regulation of apoptotic signaling pathway	GO:2001233	0.58584167	Herpud1(27.5), Ripk3(48), Serinc3(52), Src(92), Syvn1(129), Slc9a3r1(133), Madd(178), Cideb(198.5)	272	0.097735	272	0.03205482	0.006225	1	0.973		5330417C22Rik|Acaa2|Ackr3|Acsl5|Acvr1|Agt|Akt1|Apaf1|Apopt1|Ar|Arrb2|Atpif1|Bad|Bag5|Bak1|Bax|Bbc3|Bcap31|Bcl10|Bcl2|Bcl2l1|Bcl2l11|Bcl2l2|Bclaf1|Bid|Bmf|Bmi1|Bmpr1b|Camk2b|Casp2|Casp8|Cav1|Ccar2|Cd44|Cd74|Cdk11b|Cdkn2d|Cideb|Clu|Col2a1|Creb3|Ctnna1|Ctnnb1|Ctsc|Ctsh|Cttn|Cx3cl1|Cx3cr1|Cxcl12|Cyld|Dab2|Dab2ip|Dapk1|Dapk2|Dapk3|Daxx|Ddx3x|Dedd2|Deptor|Dfna5|Dnm1l|Eef1e1|Ei24|Eif2ak3|Erp29|Fadd|Faf1|Faim|Faim2|Fam162a|Fas|Fbxo18|Fbxw7|Fem1b|Fgf10|Fgfr1|Fis1|Flcn|Fxn|Fyn|G0s2|G2e3|Gclm|Gper1|Gpx1|Grina|Gsk3a|Gsk3b|Gsn|Hdac1|Hdac2|Herpud1|Hif1a|Higd1a|Hmgb2|Hnrnpk|Hspb1|Hsph1|Htra2|Htt|Hyal2|Hyou1|Icam1|Ier3|Igbp1|Igf1|Ikbkg|Il20ra|Inca1|Ing2|Ing5|Inhba|Inhbb|Itgav|Itm2c|Ivns1abp|Jak2|Jak3|Kdm1a|Lck|Lgals3|Lmna|Lrrk2|Ltbr|Madd|Maged1|Mal|Map2k5|Map3k7|Mapk7|Mapk8|Mapk8ip1|Mapk9|Mcl1|Meis3|Mif|Mkl1|Mllt11|Mmp9|Mnt|Mpv17l|Msx1|Mul1|Nacc2|Nck1|Nck2|Ndufa13|Ndufs3|Nf1|Nfatc4|Nfe2l2|Ngfr|Nle1|Nme5|Noc2l|Nog|Nol3|Nrp1|Opa1|P4hb|Pak2|Pak7|Pam16|Park7|Parl|Pcgf2|Pdcd5|Pdcd7|Pdia3|Pea15a|Pgap2|Phip|Pias4|Pidd1|Pink1|Pla2g6|Plagl2|Plekhf1|Plscr1|Pml|Ppif|Ppp1ca|Ppp2r1a|Ppp2r1b|Prdx2|Prelid1|Prkcd|Prkra|Psen1|Psen2|Psmd10|Psme3|Pten|Ptpn1|Pttg1ip|Rad9a|Raf1|Rbck1|Rela|Rffl|Ripk1|Ripk3|Rnf34|Rps3|Rps6kb1|Rrm2b|Rrn3|Scg2|Serinc3|Sfpq|Sfrp1|Sgk3|Sgms1|Sh3glb1|Sh3rf1|Siah1a|Siah2|Sirt1|Siva1|Skil|Slc25a5|Slc35f6|Slc9a3r1|Smad3|Snai1|Sod1|Sod2|Spop|Src|Stk3|Stk4|Stradb|Stx4a|Syvn1|Tcf7l2|Tgfb2|Tgfbr1|Tmbim1|Tmbim6|Tmem161a|Tnfaip3|Tnfrsf12a|Tnfrsf4|Tpd52l1|Traf2|Traf7|Trap1|Triap1|Trim32|Trim39|Trp53|Trp53inp1|Trp63|Trps1|Ubqln1|Unc5b|Uri1|Usp47|Vdac2|Vegfa|Vhl|Vimp|Wfs1|Wnt4|Wwox|Xbp1|Yap1|Ybx3|Zc3hc1|Zfp13|Zfp385a|Zmynd11|
anterior/posterior axis specification	GO:0009948	0.58876829	Ddit3(3)	31	0.0091	31	0.01452586	0.0095	0.81133684	0.877		Aurka|Bmp4|Ctnnb1|Ddit3|Epb4.1l5|Ets2|Frs2|Fzd5|Gpc3|Hey1|Hey2|Hhex|Kdm6a|Ldb1|Lefty1|Lrp6|Nckap1|Nrarp|Otx2|Pcsk6|Pgap1|Shh|Ski|Smad4|Srf|Tbx3|Tbx6|Tcf7l1|Tmed2|Wls|Wnt5a|
negative regulation of Rho protein signal transduction	GO:0035024	0.59040882	Arap3(4)	14	0.005975	14	0.01943051	0.005925	0.86757	0.559		Abl2|Adra1a|Arap3|Arhgap35|Bcl6|Cul3|Flcn|Itga3|Itgb1|Kank1|Kctd13|Myoc|Scai|Tnfaip1|
phosphatidylinositol-3,4,5-trisphosphate binding	GO:0005547	0.5905063	Arap3(4)	25	0.010355	25	0.01336651	0.01069	0.82225172	0.357		Adap1|Adap2|Akt1|Arap1|Arap2|Arap3|Asap1|Commd1|Cyth3|Fam21|Fermt2|Gbf1|Inppl1|Iqgap1|Iqgap2|Jph2|Kif16b|Mapkap1|Myo1b|Npm1|Nrgn|Ogt|Pard3|Phlda3|Zfyve1|
cellular response to unfolded protein	GO:0034620	0.590898	Ddit3(3), Herpud1(27.5), Atf6b(82)	31	0.005975	31	0.01999225	0.006395	0.89308676	0.712		Aars|Amfr|Atf4|Atf6|Atf6b|Ccnd1|Creb3|Creb3l2|Ddit3|Derl2|Dnajc3|Eif2ak2|Eif2ak3|Ep300|Herpud1|Nfe2l2|Pacrg|Parp16|Ppp1r15a|Ptpn1|Rhbdd1|Rnf121|Serp1|Stc2|Stub1|Tbl2|Vapb|Vimp|Wfs1|Xbp1|Yod1|
regulation of defense response	GO:0031347	0.59689528	Tap2(6), Cdk19(74), Apoe(85), Fam131b(98), Wfdc1(99), Mog(111), Alox5ap(132), Irf1(151), Ccr5(175)	271	0.02473	271	0.03263778	0.006225	1	0.966		1810022K09Rik|5430435G22Rik|A2m|Abr|Acin1|Ackr3|Adam8|Adar|Adcyap1|Adora1|Adora2b|Adrb2|Ager|Agt|Alkbh5|Alox5ap|Ankrd17|Anxa5|Ap1g1|Apoa1|Apod|Apoe|Arf6|Arrb2|Asb2|Ash1l|Atp1b1|Bcl6|Bcr|Birc2|C1qbp|C1qtnf3|C3|Cactin|Cadm1|Car7|Casp1|Ccr5|Cd276|Cd47|Cd74|Cd86|Cd93|Cdc37|Cdk19|Chid1|Chst3|Cldn7|Clec2d|Clock|Cnr1|Cox8a|Cr1l|Creb3|Crnkl1|Cspg5|Ctss|Cx3cr1|D430041D05Rik|Dab2ip|Dhx58|Dkkl1|Dnaaf2|Dnaja3|Dusp10|Ednra|Ednrb|Egfr|Fadd|Fam131b|Fam132a|Fancl|Fcer1g|Fcgr1|Fcgr2b|Fcgr3|Fxr2|Gfer|Gja1|Gper1|Gprc5b|Gpx1|Gpx4|H2-M3|Hilpda|Hspd1|Htra1|Hyal2|Ier3|Igf2|Il12a|Il15|Il17rc|Il1r1|Il20rb|Il33|Irak1|Irak2|Irak3|Irf1|Irf3|Ist1|Itch|Itpkc|Jak2|Krt1|Lag3|Lamp1|Lbp|Leng9|Lgr4|Lmcd1|Lsm14a|Lsm4|Ly96|Lyn|Map1a|Mapk14|Mapkapk2|Mapkapk3|Mas1|Mavs|Mbd5|Mcph1|Mdh1|Med1|Mef2c|Metrnl|Mgll|Mif|Mmp2|Mog|Mrps10|Mrps2|Mta1|Mtss1|Mul1|Mvk|Myd88|Mylk|Myo1f|Myom1|Ndfip1|Nfkb1|Nfkbia|Nfkbil1|Nlrx1|Npy5r|Nr1d1|Nr1d2|Nr1h3|Nt5e|Nthl1|Nup93|Otulin|Park7|Pcbp2|Pde2a|Pdk4|Pdpk1|Peli1|Per1|Pex13|Pex3|Pglyrp1|Phb|Phyhip|Pik3r6|Plscr1|Pml|Pnpo|Polr3b|Polr3c|Polr3d|Polr3g|Pparg|Ppm1b|Prkca|Prkce|Psmb4|Ptgis|Pvrl2|Rabgef1|Rasgrp1|Rbm18|Reep2|Rela|Rep15|Rftn1|Rfwd3|Rhbdd3|Rictor|Ripk2|Rnf135|Rnf216|Rora|Rps6ka3|Rsad2|S100a14|Samhd1|Sbno2|Scn1a|Sema7a|Serpinf1|Serping1|Setd6|Shank3|Sharpin|Sin3a|Sirt2|Slc1a3|Slc25a19|Slc35b3|Slc35c1|Slc37a4|Slc7a2|Slit2|Smad3|Smurf1|Snrpb|Snrpd1|Snx4|Socs3|Spn|Stat2|Stat5a|Stk39|Stom|Supt3|Susd4|Tac1|Tap2|Tarbp2|Tbc1d23|Tbk1|Tgm2|Ticam1|Tirap|Tkfc|Tlr2|Tlr7|Tlr9|Tmem173|Tmem203|Tmem39a|Tmem39b|Tnfaip3|Tnfaip8l2|Tnfrsf1a|Tnik|Tnip1|Tnip2|Traf3|Traf3ip1|Trafd1|Tril|Tspan6|Tyro3|Uaca|Unc93b1|Vamp7|Vamp8|Vav1|Vimp|Wfdc1|Wnt5a|Yipf1|Zbp1|Zcchc17|Zfp189|Zfp36|
regulation of transcription regulatory region DNA binding	GO:2000677	0.6012006	Ddit3(3)	19	0.00601	19	0.0193071	0.005915	0.84841167	0.83		Ddit3|Dot1l|Hes1|Hey1|Hey2|Id1|Kat2a|Lhx2|Mad2l2|Msx1|Nsd1|Park7|Parp1|Sin3a|Sox11|Sri|Tgfb1|Traf6|Twist1|
endoplasmic reticulum unfolded protein response	GO:0030968	0.60309857	Ddit3(3), Herpud1(27.5), Atf6b(82)	29	0.005405	29	0.02108662	0.005815	0.94717966	0.716		Aars|Amfr|Atf4|Atf6|Atf6b|Ccnd1|Creb3|Creb3l2|Ddit3|Derl2|Dnajc3|Eif2ak2|Eif2ak3|Ep300|Herpud1|Nfe2l2|Parp16|Ppp1r15a|Ptpn1|Rnf121|Serp1|Stc2|Stub1|Tbl2|Vapb|Vimp|Wfs1|Xbp1|Yod1|
response to biotic stimulus	GO:0009607	0.60837404	Irgm2(2), Ddit3(3), Tap2(6), Gbp3(62), Il10rb(114), Irf1(151), Anxa3(161), Nfkbib(167)	249	0.005605	249	0.03388813	0.006225	0.91885839	0.974		Abcc9|Abcf3|Abl1|Abr|Adam17|Adam9|Adamts4|Adar|Adh5|Akirin2|Akt1|Ankrd17|Anxa3|Apobec1|Atg10|Atg5|Atg7|Axl|B2m|Bad|Baiap2|Bak1|Batf3|Bcl10|Bcl2|Bcl2l1|Bcl2l11|Bcr|Becn1|Bnip3l|Bst2|Cactin|Casp1|Ccdc47|Ccl12|Ccrn4l|Cd14|Cd47|Cd86|Cdc73|Cebpb|Chga|Chuk|Cmpk2|Cnr1|Cotl1|Crcp|Ctr9|Cxadr|Cxcl16|Dab2ip|Ddit3|Ddit4|Ddx1|Ddx21|Ddx3x|Ddx41|Dhx36|Dhx58|Dicer1|Drosha|Dusp10|Ednra|Ednrb|Eif2ak2|Eif2ak3|Exosc4|Exosc5|F2r|Fadd|Fau|Fbxo18|Fcer1g|Fcgr1|Fcgr2b|Fer|Fzd5|Gbp2|Gbp3|Gbp7|Gli2|Gpam|Gpx1|Gsk3b|Gucy1a3|H2-K1|H2-M3|Hist1h2bc|Hist2h2be|Hnrnpa0|Hnrnpul1|Hsf1|Hyal1|Hyal2|Ier3|Ifi27l2a|Ifit2|Ifitm2|Ifitm3|Il10rb|Il12a|Il18|Il33|Ilf3|Irak1|Irak2|Irak3|Irf1|Irf3|Irf5|Irf8|Irgm2|Itch|Itgav|Jagn1|Jak2|Jun|Junb|Jund|Kcnj8|Krt8|Lbp|Lias|Litaf|Lsm14a|Ly96|Lyn|Lyst|Lyz1|Mapk1|Mapk14|Mapk3|Mapk8|Mapkapk2|Mapkapk3|Mavs|Mecom|Mef2c|Mgst1|Mmp7|Mr1|Mrc1|Mst1r|Mta1|Mtdh|Mus81|Myd88|Myo1f|Nck1|Ncl|Nfkb1|Nfkbia|Nfkbib|Nfkbil1|Nod1|Nos3|Nr1d1|Nr1h3|Oasl2|Ogt|Optn|P2rx7|Paf1|Pcbp2|Pde4d|Peli1|Pglyrp1|Pik3cd|Pklr|Plcg2|Pld1|Plk5|Plscr1|Pml|Polr3b|Polr3c|Polr3d|Polr3e|Polr3g|Polr3h|Polr3k|Ppm1d|Ppp1r15b|Prdx2|Prdx3|Prkcd|Prkce|Prrt1|Prrt2|Rab1|Rela|Ripk2|Rnf5|Romo1|Rpl13a|Rps15a|Rps6ka3|Rsad2|Samhd1|Scd1|Seh1l|Sirt2|Slc11a1|Slx4|Smad3|Smo|Snca|Snx3|Spn|Stab1|Stat1|Syndig1l|Tap2|Tbk1|Tbxa2r|Tcf3|Tgfb1|Ticam1|Tirap|Tlr2|Tlr7|Tlr9|Tmem173|Tmem91|Tmf1|Tnfaip3|Tnfaip8|Tnfrsf1a|Tnip2|Traf6|Trem2|Trib1|Trim11|Trim25|Trp53|Tusc2|Txnip|Unc93b1|Uri1|Vimp|Wasl|Wfdc6a|Wipf1|Wnt5a|Xbp1|Xpr1|Zbp1|Zc3h12a|Zfp709|
regulation of transcription from RNA polymerase II promoter in response to stress	GO:0043618	0.61092128	Ddit3(3), Arnt(55), Atf6b(82)	26	0.00532	26	0.01861582	0.00565	1	0.853		Arnt|Atf4|Atf6|Atf6b|Bach1|Cebpb|Cited2|Ddit3|Egr1|Eif2ak3|Epas1|Hif1a|Jun|Klf2|Mapk7|Nck1|Nck2|Nfe2l2|Notch1|Ppp1r15a|Sin3a|Sirt2|Tmbim6|Trp53|Vegfa|Vhl|
cellular response to topologically incorrect protein	GO:0035967	0.61354562	Ddit3(3), Herpud1(27.5), Atf6b(82)	38	0.00791	38	0.01825507	0.005795	0.75846453	0.752		Aars|Amfr|Atf4|Atf6|Atf6b|Atxn3|Ccnd1|Creb3|Creb3l2|Ddit3|Derl2|Dnajc3|Eif2ak2|Eif2ak3|Ep300|Hdac6|Herpud1|Nfe2l2|Pacrg|Parp16|Ppp1r15a|Ptpn1|Rhbdd1|Rnf121|Rnf126|Rnf5|Sdf2l1|Serp1|Stc2|Stub1|Tbl2|Tor1a|Ube2w|Vapb|Vimp|Wfs1|Xbp1|Yod1|
MHC protein binding	GO:0042287	0.61425913	Tap2(6)	10	0.00586	10	0.01868684	0.00556	0.90244	0.497		Atp5a1|Atp5b|Bcap31|Cd74|Lag3|March1|March8|Pdia3|Tap2|Tubb5|
negative regulation of cell cycle	GO:0045786	0.62395667	Ddit3(3), Cgrrf1(10), Fgfr3(31), Nupr1(54), Zwint(107), Irf1(151), Mapk12(192.5)	219	0.01998	219	0.02876329	0.005525	0.97633038	0.946		1500015O10Rik|Abl1|Adcyap1|Ak1|Alox8|Apbb1|Apbb2|Apc|Atf2|Atm|Aurka|Bcat1|Bcl2|Bcl2l1|Blm|Bmp4|Bmp7|Brd7|Brinp1|Brinp2|Brinp3|Btg4|Calr|Casp2|Ccnd1|Ccng1|Ccnk|Cdc5l|Cdc73|Cdk4|Cdk5|Cdk5rap1|Cdk5rap2|Cdk5rap3|Cdk9|Cdkn1a|Cdkn1b|Cdkn1c|Cdkn2b|Cdkn2c|Cdkn2d|Cebpa|Cep192|Cgref1|Cgrrf1|Chek2|Chfr|Chmp2a|Clspn|Csnk2a1|Csnk2a2|Ctdsp1|Ctdsp2|Ctdspl|Ctnnb1|Cul3|Dab2ip|Ddias|Ddit3|Ddx39b|Dgkz|Dmrtc1a|Dst|Egfr|Ets1|Ezh2|Fbxo31|Fbxo7|Fbxw7|Fgf10|Fgfr2|Fgfr3|Fhl1|Foxc1|Foxk1|Fzd3|Gadd45a|Gadd45gip1|Gas2l1|Gigyf2|Gper1|H2afy|Hepacam|Hexim1|Hexim2|Hhex|Hnf4a|Hpgd|Hras|Hus1|Ier3|Il12a|Ilk|Inca1|Ing4|Inhba|Ints3|Irf1|Jade1|Kank2|Kat2b|Khdc3|Klhl22|Kmt2e|Kntc1|Lats1|Macf1|Mad1l1|Mad2l1|Mad2l1bp|Magi2|Map2k1|Mapk12|Mbd4|Mcph1|Mdm2|Men1|Mif|Mlf1|Mlxipl|Mre11a|Msh2|Mtbp|Nabp1|Nabp2|Nacc2|Nae1|Nle1|Nme6|Npm1|Npr2|Nr2f2|Nubp1|Nupr1|Pidd1|Pkd1|Pkd2|Plk1|Plk2|Plk3|Pml|Pmp22|Ppm1g|Ppp1r13b|Ppp2r5b|Prcc|Prkaca|Prkacb|Prkdc|Prmt2|Prpf19|Psmg2|Pten|Ptprk|Rad1|Rad17|Rad9a|Rad9b|Rassf1|Rb1|Rbm38|Rfwd3|Rgcc|Rhob|Rnf167|Rpa2|Rpl24|Rprm|Rps27l|Rps6ka2|Scrib|Sgsm3|Sin3b|Skil|Smad3|Smc1a|Smc3|Sox2|Sox4|Stag2|Stk11|Syf2|Taf6|Taok3|Tbrg1|Tcf7l2|Tgfb1|Tgfb2|Thoc1|Thoc5|Timp2|Tipin|Tnfaip3|Tom1l1|Tom1l2|Tpr|Tpra1|Trim35|Trim37|Trp53|Trp53inp1|Trp63|Trrap|Tsg101|Uhmk1|Usp47|Vash1|Vps4a|Wapal|Wdr6|Xpc|Zak|Zbtb49|Zfp207|Zfp655|Zfyve19|Znhit1|Zw10|Zwint|
