# 2017-02-01
# Input score file: /home/bzhuang/ND_project_combined/AD_mouse_model_project/mixed_model_jackknife/random_intercept_include_NA_low_exp_rm_adj_cell_pop//jackknife_early_up_regulation_mixed_model_results.tsv
# Input erminej file: /home/bzhuang/ND_project_combined/AD_mouse_model_project/ermineJ/mixed_model_jackknife/random_intercept_include_NA_low_exp_rm_adj_cell_pop_all_processes//2017-02-01_geneset_500/ermineJ_jackknife_early_up_regulation_mixed_model_results.tsv
# only top 50 pathways
# only top 200 genes from the score file are shown ranking in ()
# FDR: corrected p value, []: gene member size of the pathway
geneSymbol	rank	Count	name	sig_paths
Coq3	175	4	alcohol metabolic process- FDR:5.082e-09[161](GO:0006066); organic hydroxy compound metabolic process- FDR:1.694e-09[218](GO:1901615); small molecule biosynthetic process- FDR:0.03388[224](GO:0044283); carbohydrate metabolic process- FDR:0.5599275[326](GO:0005975)	alcohol metabolic process- FDR:5.082e-09[161](GO:0006066); organic hydroxy compound metabolic process- FDR:1.694e-09[218](GO:1901615); small molecule biosynthetic process- FDR:0.03388[224](GO:0044283)
B3galt6	176	1	carbohydrate metabolic process- FDR:0.5599275[326](GO:0005975)	NA
Slit2	177	1	cell projection morphogenesis- FDR:0.65999132[389](GO:0048858)	NA
Cad	180	7	organic acid biosynthetic process- FDR:0.67108462[131](GO:0016053); carboxylic acid biosynthetic process- FDR:0.67108462[131](GO:0046394); small molecule biosynthetic process- FDR:0.03388[224](GO:0044283); carboxylic acid metabolic process- FDR:0.071148[433](GO:0019752); organophosphate metabolic process- FDR:0.21757313[436](GO:0019637); oxoacid metabolic process- FDR:0.24662647[470](GO:0043436); organic acid metabolic process- FDR:0.07161[476](GO:0006082)	small molecule biosynthetic process- FDR:0.03388[224](GO:0044283)
Champ1	182	1	microtubule-based process- FDR:0.54061966[327](GO:0007017)	NA
Opn1mw	183	1	cilium- FDR:0.376915[256](GO:0005929)	NA
Pla2g6	186	3	lipid biosynthetic process- FDR:2.541e-09[266](GO:0008610); organophosphate metabolic process- FDR:0.21757313[436](GO:0019637); cellular lipid metabolic process- FDR:0.00847[448](GO:0044255)	lipid biosynthetic process- FDR:2.541e-09[266](GO:0008610); cellular lipid metabolic process- FDR:0.00847[448](GO:0044255)
Stxbp5	193	1	cell projection morphogenesis- FDR:0.65999132[389](GO:0048858)	NA
Fer	197	1	microtubule-based process- FDR:0.54061966[327](GO:0007017)	NA
Tppp3	199	1	microtubule-based process- FDR:0.54061966[327](GO:0007017)	NA
Hsd17b7	200	17	steroid dehydrogenase activity, acting on the CH-OH group of donors, NAD or NADP as acceptor- FDR:0.64442583[25](GO:0033764); cholesterol biosynthetic process- FDR:0.693935[26](GO:0006695); secondary alcohol biosynthetic process- FDR:0.693935[26](GO:1902653); steroid dehydrogenase activity- FDR:0.698775[27](GO:0016229); sterol biosynthetic process- FDR:0.3443055[29](GO:0016126); steroid biosynthetic process- FDR:0.193116[54](GO:0006694); cholesterol metabolic process- FDR:0.1122275[59](GO:0008203); secondary alcohol metabolic process- FDR:0.1122275[59](GO:1902652); alcohol biosynthetic process- FDR:0.38577[63](GO:0046165); sterol metabolic process- FDR:0.010164[65](GO:0016125); organic hydroxy compound biosynthetic process- FDR:0.467544[90](GO:1901617); steroid metabolic process- FDR:0.006353[108](GO:0008202); alcohol metabolic process- FDR:5.082e-09[161](GO:0006066); organic hydroxy compound metabolic process- FDR:1.694e-09[218](GO:1901615); small molecule biosynthetic process- FDR:0.03388[224](GO:0044283); lipid biosynthetic process- FDR:2.541e-09[266](GO:0008610); oxidoreductase activity- FDR:0.02541[439](GO:0016491)	sterol metabolic process- FDR:0.010164[65](GO:0016125); steroid metabolic process- FDR:0.006353[108](GO:0008202); alcohol metabolic process- FDR:5.082e-09[161](GO:0006066); organic hydroxy compound metabolic process- FDR:1.694e-09[218](GO:1901615); small molecule biosynthetic process- FDR:0.03388[224](GO:0044283); lipid biosynthetic process- FDR:2.541e-09[266](GO:0008610); oxidoreductase activity- FDR:0.02541[439](GO:0016491)
