# 2017-02-02
# Input score file: /home/bzhuang/ND_project_combined/AD_mouse_model_project/mixed_model_jackknife/random_intercept_include_NA_low_exp_rm_adj_cell_pop//jackknife_late_down_regulation_mixed_model_results.tsv
# Input erminej file: /home/bzhuang/ND_project_combined/AD_mouse_model_project/ermineJ/mixed_model_jackknife/random_intercept_include_NA_low_exp_rm_adj_cell_pop_all_processes//2017-02-02_geneset_500/ermineJ_jackknife_late_down_regulation_mixed_model_results.tsv
# only top 50 pathways
# only top 200 genes from the score file are shown ranking in ()
# FDR: corrected p value, []: gene member size of the pathway
geneSymbol	rank	Count	name	sig_paths
Vrk3	111	7	negative regulation of MAPK cascade- FDR:0.07924845[88](GO:0043409); negative regulation of protein phosphorylation- FDR:0.04690214[247](GO:0001933); negative regulation of phosphorylation- FDR:0.04120553[267](GO:0042326); negative regulation of protein modification process- FDR:0.04392174[354](GO:0031400); regulation of MAPK cascade- FDR:0.04103938[373](GO:0043408); positive regulation of hydrolase activity- FDR:0.005051[390](GO:0051345); phosphotransferase activity, alcohol group as acceptor- FDR:0.04630083[487](GO:0016773)	negative regulation of protein phosphorylation- FDR:0.04690214[247](GO:0001933); negative regulation of phosphorylation- FDR:0.04120553[267](GO:0042326); negative regulation of protein modification process- FDR:0.04392174[354](GO:0031400); regulation of MAPK cascade- FDR:0.04103938[373](GO:0043408); positive regulation of hydrolase activity- FDR:0.005051[390](GO:0051345); phosphotransferase activity, alcohol group as acceptor- FDR:0.04630083[487](GO:0016773)
Plau	112	4	blood vessel development- FDR:0.07886649[295](GO:0001568); positive regulation of cell proliferation- FDR:0.07056544[439](GO:0008284); cardiovascular system development- FDR:0.004209[480](GO:0072358); circulatory system development- FDR:0.004209[480](GO:0072359)	cardiovascular system development- FDR:0.004209[480](GO:0072358); circulatory system development- FDR:0.004209[480](GO:0072359)
Rcan2	115	1	neurological system process- FDR:0.06519314[403](GO:0050877)	NA
Ntm	116	9	negative regulation of cell differentiation- FDR:0.04209167[363](GO:0045596); neuronal cell body- FDR:0.006314[384](GO:0043025); regulation of cell projection organization- FDR:0.06674536[386](GO:0031344); regulation of neuron differentiation- FDR:2.526e-09[400](GO:0045664); cell body- FDR:0.03673455[433](GO:0044297); regulation of neurogenesis- FDR:1.684e-09[472](GO:0050767); negative regulation of developmental process- FDR:0.0631375[480](GO:0051093); cell adhesion- FDR:5.051e-09[489](GO:0007155); biological adhesion- FDR:0.01803929[493](GO:0022610)	negative regulation of cell differentiation- FDR:0.04209167[363](GO:0045596); neuronal cell body- FDR:0.006314[384](GO:0043025); regulation of neuron differentiation- FDR:2.526e-09[400](GO:0045664); cell body- FDR:0.03673455[433](GO:0044297); regulation of neurogenesis- FDR:1.684e-09[472](GO:0050767); cell adhesion- FDR:5.051e-09[489](GO:0007155); biological adhesion- FDR:0.01803929[493](GO:0022610)
Spred3	118	7	negative regulation of MAP kinase activity- FDR:0.06715534[40](GO:0043407); negative regulation of MAPK cascade- FDR:0.07924845[88](GO:0043409); negative regulation of protein phosphorylation- FDR:0.04690214[247](GO:0001933); negative regulation of phosphorylation- FDR:0.04120553[267](GO:0042326); negative regulation of protein modification process- FDR:0.04392174[354](GO:0031400); regulation of MAPK cascade- FDR:0.04103938[373](GO:0043408); regulation of kinase activity- FDR:0.040408[442](GO:0043549)	negative regulation of protein phosphorylation- FDR:0.04690214[247](GO:0001933); negative regulation of phosphorylation- FDR:0.04120553[267](GO:0042326); negative regulation of protein modification process- FDR:0.04392174[354](GO:0031400); regulation of MAPK cascade- FDR:0.04103938[373](GO:0043408); regulation of kinase activity- FDR:0.040408[442](GO:0043549)
Sptbn2	121	3	cell-cell signaling- FDR:0.07750672[290](GO:0007267); neuronal cell body- FDR:0.006314[384](GO:0043025); cell body- FDR:0.03673455[433](GO:0044297)	neuronal cell body- FDR:0.006314[384](GO:0043025); cell body- FDR:0.03673455[433](GO:0044297)
Gp1bb	122	3	integral component of plasma membrane- FDR:0.07270379[443](GO:0005887); cell adhesion- FDR:5.051e-09[489](GO:0007155); biological adhesion- FDR:0.01803929[493](GO:0022610)	cell adhesion- FDR:5.051e-09[489](GO:0007155); biological adhesion- FDR:0.01803929[493](GO:0022610)
Stk32c	123	1	phosphotransferase activity, alcohol group as acceptor- FDR:0.04630083[487](GO:0016773)	phosphotransferase activity, alcohol group as acceptor- FDR:0.04630083[487](GO:0016773)
Fjx1	126	2	sensory organ development- FDR:0.04349472[270](GO:0007423); organ morphogenesis- FDR:0.06475641[467](GO:0009887)	sensory organ development- FDR:0.04349472[270](GO:0007423)
Slc9a3r1	127	13	negative regulation of MAPK cascade- FDR:0.07924845[88](GO:0043409); regulation of system process- FDR:0.03862529[238](GO:0044057); negative regulation of protein phosphorylation- FDR:0.04690214[247](GO:0001933); negative regulation of phosphorylation- FDR:0.04120553[267](GO:0042326); sensory organ development- FDR:0.04349472[270](GO:0007423); G-protein coupled receptor signaling pathway- FDR:0.045459[286](GO:0007186); metal ion transport- FDR:0.07125518[317](GO:0030001); negative regulation of protein modification process- FDR:0.04392174[354](GO:0031400); regulation of MAPK cascade- FDR:0.04103938[373](GO:0043408); neurological system process- FDR:0.06519314[403](GO:0050877); neuron development- FDR:0.0631375[435](GO:0048666); regulation of kinase activity- FDR:0.040408[442](GO:0043549); organ morphogenesis- FDR:0.06475641[467](GO:0009887)	regulation of system process- FDR:0.03862529[238](GO:0044057); negative regulation of protein phosphorylation- FDR:0.04690214[247](GO:0001933); negative regulation of phosphorylation- FDR:0.04120553[267](GO:0042326); sensory organ development- FDR:0.04349472[270](GO:0007423); G-protein coupled receptor signaling pathway- FDR:0.045459[286](GO:0007186); negative regulation of protein modification process- FDR:0.04392174[354](GO:0031400); regulation of MAPK cascade- FDR:0.04103938[373](GO:0043408); regulation of kinase activity- FDR:0.040408[442](GO:0043549)
Zfp516	128	6	transcription regulatory region sequence-specific DNA binding- FDR:0.07389426[325](GO:0000976); double-stranded DNA binding- FDR:0.06837329[378](GO:0003690); transcription regulatory region DNA binding- FDR:0.06664514[412](GO:0044212); regulatory region DNA binding- FDR:0.07739435[415](GO:0000975); regulatory region nucleic acid binding- FDR:0.07497578[416](GO:0001067); sequence-specific DNA binding- FDR:0.04273923[454](GO:0043565)	sequence-specific DNA binding- FDR:0.04273923[454](GO:0043565)
Foxq1	130	1	sequence-specific DNA binding- FDR:0.04273923[454](GO:0043565)	sequence-specific DNA binding- FDR:0.04273923[454](GO:0043565)
Notch4	131	5	blood vessel development- FDR:0.07886649[295](GO:0001568); negative regulation of cell differentiation- FDR:0.04209167[363](GO:0045596); cardiovascular system development- FDR:0.004209[480](GO:0072358); circulatory system development- FDR:0.004209[480](GO:0072359); negative regulation of developmental process- FDR:0.0631375[480](GO:0051093)	negative regulation of cell differentiation- FDR:0.04209167[363](GO:0045596); cardiovascular system development- FDR:0.004209[480](GO:0072358); circulatory system development- FDR:0.004209[480](GO:0072359)
Sipa1l1	132	9	actin binding- FDR:0.025255[244](GO:0003779); dendrite- FDR:0.04377533[382](GO:0030425); neuronal cell body- FDR:0.006314[384](GO:0043025); regulation of cell projection organization- FDR:0.06674536[386](GO:0031344); positive regulation of hydrolase activity- FDR:0.005051[390](GO:0051345); regulation of neuron differentiation- FDR:2.526e-09[400](GO:0045664); synapse part- FDR:0.06484392[422](GO:0044456); cell body- FDR:0.03673455[433](GO:0044297); regulation of neurogenesis- FDR:1.684e-09[472](GO:0050767)	actin binding- FDR:0.025255[244](GO:0003779); dendrite- FDR:0.04377533[382](GO:0030425); neuronal cell body- FDR:0.006314[384](GO:0043025); positive regulation of hydrolase activity- FDR:0.005051[390](GO:0051345); regulation of neuron differentiation- FDR:2.526e-09[400](GO:0045664); cell body- FDR:0.03673455[433](GO:0044297); regulation of neurogenesis- FDR:1.684e-09[472](GO:0050767)
Mlip	134.5	2	regulation of system process- FDR:0.03862529[238](GO:0044057); negative regulation of transcription from RNA polymerase II promoter- FDR:0.07997417[435](GO:0000122)	regulation of system process- FDR:0.03862529[238](GO:0044057)
Camk2n1	136	8	negative regulation of protein phosphorylation- FDR:0.04690214[247](GO:0001933); negative regulation of phosphorylation- FDR:0.04120553[267](GO:0042326); negative regulation of protein modification process- FDR:0.04392174[354](GO:0031400); dendrite- FDR:0.04377533[382](GO:0030425); neuronal cell body- FDR:0.006314[384](GO:0043025); synapse part- FDR:0.06484392[422](GO:0044456); cell body- FDR:0.03673455[433](GO:0044297); regulation of kinase activity- FDR:0.040408[442](GO:0043549)	negative regulation of protein phosphorylation- FDR:0.04690214[247](GO:0001933); negative regulation of phosphorylation- FDR:0.04120553[267](GO:0042326); negative regulation of protein modification process- FDR:0.04392174[354](GO:0031400); dendrite- FDR:0.04377533[382](GO:0030425); neuronal cell body- FDR:0.006314[384](GO:0043025); cell body- FDR:0.03673455[433](GO:0044297); regulation of kinase activity- FDR:0.040408[442](GO:0043549)
Cdc42ep1	137.5	2	regulation of cell projection organization- FDR:0.06674536[386](GO:0031344); positive regulation of hydrolase activity- FDR:0.005051[390](GO:0051345)	positive regulation of hydrolase activity- FDR:0.005051[390](GO:0051345)
Stk19	139	1	phosphotransferase activity, alcohol group as acceptor- FDR:0.04630083[487](GO:0016773)	phosphotransferase activity, alcohol group as acceptor- FDR:0.04630083[487](GO:0016773)
Kif5a	140	3	neuronal cell body- FDR:0.006314[384](GO:0043025); cell body- FDR:0.03673455[433](GO:0044297); neuron development- FDR:0.0631375[435](GO:0048666)	neuronal cell body- FDR:0.006314[384](GO:0043025); cell body- FDR:0.03673455[433](GO:0044297)
Casp1	141	3	response to organonitrogen compound- FDR:0.04371058[301](GO:0010243); response to nitrogen compound- FDR:0.03086722[344](GO:1901698); neurological system process- FDR:0.06519314[403](GO:0050877)	response to organonitrogen compound- FDR:0.04371058[301](GO:0010243); response to nitrogen compound- FDR:0.03086722[344](GO:1901698)
Fzd2	143	8	sensory organ development- FDR:0.04349472[270](GO:0007423); G-protein coupled receptor signaling pathway- FDR:0.045459[286](GO:0007186); cell-cell signaling- FDR:0.07750672[290](GO:0007267); neurological system process- FDR:0.06519314[403](GO:0050877); neuron development- FDR:0.0631375[435](GO:0048666); organ morphogenesis- FDR:0.06475641[467](GO:0009887); cardiovascular system development- FDR:0.004209[480](GO:0072358); circulatory system development- FDR:0.004209[480](GO:0072359)	sensory organ development- FDR:0.04349472[270](GO:0007423); G-protein coupled receptor signaling pathway- FDR:0.045459[286](GO:0007186); cardiovascular system development- FDR:0.004209[480](GO:0072358); circulatory system development- FDR:0.004209[480](GO:0072359)
Gng7	144	2	side of membrane- FDR:0.045459[222](GO:0098552); G-protein coupled receptor signaling pathway- FDR:0.045459[286](GO:0007186)	side of membrane- FDR:0.045459[222](GO:0098552); G-protein coupled receptor signaling pathway- FDR:0.045459[286](GO:0007186)
Klhl17	145	5	actin binding- FDR:0.025255[244](GO:0003779); dendrite- FDR:0.04377533[382](GO:0030425); neuronal cell body- FDR:0.006314[384](GO:0043025); synapse part- FDR:0.06484392[422](GO:0044456); cell body- FDR:0.03673455[433](GO:0044297)	actin binding- FDR:0.025255[244](GO:0003779); dendrite- FDR:0.04377533[382](GO:0030425); neuronal cell body- FDR:0.006314[384](GO:0043025); cell body- FDR:0.03673455[433](GO:0044297)
Gas7	146	2	actin binding- FDR:0.025255[244](GO:0003779); neuron development- FDR:0.0631375[435](GO:0048666)	actin binding- FDR:0.025255[244](GO:0003779)
Nod1	150	2	regulation of MAPK cascade- FDR:0.04103938[373](GO:0043408); positive regulation of hydrolase activity- FDR:0.005051[390](GO:0051345)	regulation of MAPK cascade- FDR:0.04103938[373](GO:0043408); positive regulation of hydrolase activity- FDR:0.005051[390](GO:0051345)
Rapgef4	153	9	cell-cell signaling- FDR:0.07750672[290](GO:0007267); dendrite- FDR:0.04377533[382](GO:0030425); neuronal cell body- FDR:0.006314[384](GO:0043025); regulation of cell projection organization- FDR:0.06674536[386](GO:0031344); positive regulation of hydrolase activity- FDR:0.005051[390](GO:0051345); regulation of neuron differentiation- FDR:2.526e-09[400](GO:0045664); synapse part- FDR:0.06484392[422](GO:0044456); cell body- FDR:0.03673455[433](GO:0044297); regulation of neurogenesis- FDR:1.684e-09[472](GO:0050767)	dendrite- FDR:0.04377533[382](GO:0030425); neuronal cell body- FDR:0.006314[384](GO:0043025); positive regulation of hydrolase activity- FDR:0.005051[390](GO:0051345); regulation of neuron differentiation- FDR:2.526e-09[400](GO:0045664); cell body- FDR:0.03673455[433](GO:0044297); regulation of neurogenesis- FDR:1.684e-09[472](GO:0050767)
Dusp22	155	2	regulation of MAPK cascade- FDR:0.04103938[373](GO:0043408); negative regulation of transcription from RNA polymerase II promoter- FDR:0.07997417[435](GO:0000122)	regulation of MAPK cascade- FDR:0.04103938[373](GO:0043408)
Csnk1g1	156	1	phosphotransferase activity, alcohol group as acceptor- FDR:0.04630083[487](GO:0016773)	phosphotransferase activity, alcohol group as acceptor- FDR:0.04630083[487](GO:0016773)
Dab2ip	157	24	negative regulation of MAP kinase activity- FDR:0.06715534[40](GO:0043407); negative regulation of MAPK cascade- FDR:0.07924845[88](GO:0043409); side of membrane- FDR:0.045459[222](GO:0098552); negative regulation of protein phosphorylation- FDR:0.04690214[247](GO:0001933); negative regulation of phosphorylation- FDR:0.04120553[267](GO:0042326); positive regulation of neurogenesis- FDR:0.07619305[294](GO:0050769); blood vessel development- FDR:0.07886649[295](GO:0001568); positive regulation of cell development- FDR:0.04591818[353](GO:0010720); negative regulation of protein modification process- FDR:0.04392174[354](GO:0031400); negative regulation of cell differentiation- FDR:0.04209167[363](GO:0045596); lipid binding- FDR:0.04810476[364](GO:0008289); regulation of MAPK cascade- FDR:0.04103938[373](GO:0043408); neuronal cell body- FDR:0.006314[384](GO:0043025); regulation of cell projection organization- FDR:0.06674536[386](GO:0031344); positive regulation of hydrolase activity- FDR:0.005051[390](GO:0051345); regulation of neuron differentiation- FDR:2.526e-09[400](GO:0045664); cell body- FDR:0.03673455[433](GO:0044297); neuron development- FDR:0.0631375[435](GO:0048666); negative regulation of transcription from RNA polymerase II promoter- FDR:0.07997417[435](GO:0000122); regulation of kinase activity- FDR:0.040408[442](GO:0043549); regulation of neurogenesis- FDR:1.684e-09[472](GO:0050767); cardiovascular system development- FDR:0.004209[480](GO:0072358); circulatory system development- FDR:0.004209[480](GO:0072359); negative regulation of developmental process- FDR:0.0631375[480](GO:0051093)	side of membrane- FDR:0.045459[222](GO:0098552); negative regulation of protein phosphorylation- FDR:0.04690214[247](GO:0001933); negative regulation of phosphorylation- FDR:0.04120553[267](GO:0042326); positive regulation of cell development- FDR:0.04591818[353](GO:0010720); negative regulation of protein modification process- FDR:0.04392174[354](GO:0031400); negative regulation of cell differentiation- FDR:0.04209167[363](GO:0045596); lipid binding- FDR:0.04810476[364](GO:0008289); regulation of MAPK cascade- FDR:0.04103938[373](GO:0043408); neuronal cell body- FDR:0.006314[384](GO:0043025); positive regulation of hydrolase activity- FDR:0.005051[390](GO:0051345); regulation of neuron differentiation- FDR:2.526e-09[400](GO:0045664); cell body- FDR:0.03673455[433](GO:0044297); regulation of kinase activity- FDR:0.040408[442](GO:0043549); regulation of neurogenesis- FDR:1.684e-09[472](GO:0050767); cardiovascular system development- FDR:0.004209[480](GO:0072358); circulatory system development- FDR:0.004209[480](GO:0072359)
Baiap2	158	12	positive regulation of neurogenesis- FDR:0.07619305[294](GO:0050769); response to organonitrogen compound- FDR:0.04371058[301](GO:0010243); response to nitrogen compound- FDR:0.03086722[344](GO:1901698); positive regulation of cell development- FDR:0.04591818[353](GO:0010720); dendrite- FDR:0.04377533[382](GO:0030425); neuronal cell body- FDR:0.006314[384](GO:0043025); regulation of cell projection organization- FDR:0.06674536[386](GO:0031344); regulation of neuron differentiation- FDR:2.526e-09[400](GO:0045664); synapse part- FDR:0.06484392[422](GO:0044456); cell body- FDR:0.03673455[433](GO:0044297); neuron development- FDR:0.0631375[435](GO:0048666); regulation of neurogenesis- FDR:1.684e-09[472](GO:0050767)	response to organonitrogen compound- FDR:0.04371058[301](GO:0010243); response to nitrogen compound- FDR:0.03086722[344](GO:1901698); positive regulation of cell development- FDR:0.04591818[353](GO:0010720); dendrite- FDR:0.04377533[382](GO:0030425); neuronal cell body- FDR:0.006314[384](GO:0043025); regulation of neuron differentiation- FDR:2.526e-09[400](GO:0045664); cell body- FDR:0.03673455[433](GO:0044297); regulation of neurogenesis- FDR:1.684e-09[472](GO:0050767)
Pcnt	160	1	organ morphogenesis- FDR:0.06475641[467](GO:0009887)	NA
Pnkp	161	2	double-stranded DNA binding- FDR:0.06837329[378](GO:0003690); phosphotransferase activity, alcohol group as acceptor- FDR:0.04630083[487](GO:0016773)	phosphotransferase activity, alcohol group as acceptor- FDR:0.04630083[487](GO:0016773)
Epb4.1l1	162	2	actin binding- FDR:0.025255[244](GO:0003779); synapse part- FDR:0.06484392[422](GO:0044456)	actin binding- FDR:0.025255[244](GO:0003779)
Pik3cd	163	1	phosphotransferase activity, alcohol group as acceptor- FDR:0.04630083[487](GO:0016773)	phosphotransferase activity, alcohol group as acceptor- FDR:0.04630083[487](GO:0016773)
Hyal1	166	2	positive regulation of cell proliferation- FDR:0.07056544[439](GO:0008284); organ morphogenesis- FDR:0.06475641[467](GO:0009887)	NA
Ly6a	167	1	side of membrane- FDR:0.045459[222](GO:0098552)	side of membrane- FDR:0.045459[222](GO:0098552)
Cdk19	168	1	phosphotransferase activity, alcohol group as acceptor- FDR:0.04630083[487](GO:0016773)	phosphotransferase activity, alcohol group as acceptor- FDR:0.04630083[487](GO:0016773)
Cnot2	169	1	negative regulation of transcription from RNA polymerase II promoter- FDR:0.07997417[435](GO:0000122)	NA
Mzb1	170	1	positive regulation of cell proliferation- FDR:0.07056544[439](GO:0008284)	NA
Bcl9l	172	1	positive regulation of cell development- FDR:0.04591818[353](GO:0010720)	positive regulation of cell development- FDR:0.04591818[353](GO:0010720)
Was	173	3	actin binding- FDR:0.025255[244](GO:0003779); cell adhesion- FDR:5.051e-09[489](GO:0007155); biological adhesion- FDR:0.01803929[493](GO:0022610)	actin binding- FDR:0.025255[244](GO:0003779); cell adhesion- FDR:5.051e-09[489](GO:0007155); biological adhesion- FDR:0.01803929[493](GO:0022610)
Sympk	174	2	cell adhesion- FDR:5.051e-09[489](GO:0007155); biological adhesion- FDR:0.01803929[493](GO:0022610)	cell adhesion- FDR:5.051e-09[489](GO:0007155); biological adhesion- FDR:0.01803929[493](GO:0022610)
Cacna1d	175	10	regulation of system process- FDR:0.03862529[238](GO:0044057); G-protein coupled receptor signaling pathway- FDR:0.045459[286](GO:0007186); cell-cell signaling- FDR:0.07750672[290](GO:0007267); metal ion transport- FDR:0.07125518[317](GO:0030001); dendrite- FDR:0.04377533[382](GO:0030425); neuronal cell body- FDR:0.006314[384](GO:0043025); neurological system process- FDR:0.06519314[403](GO:0050877); cell body- FDR:0.03673455[433](GO:0044297); ion transmembrane transporter activity- FDR:0.06854929[434](GO:0015075); integral component of plasma membrane- FDR:0.07270379[443](GO:0005887)	regulation of system process- FDR:0.03862529[238](GO:0044057); G-protein coupled receptor signaling pathway- FDR:0.045459[286](GO:0007186); dendrite- FDR:0.04377533[382](GO:0030425); neuronal cell body- FDR:0.006314[384](GO:0043025); cell body- FDR:0.03673455[433](GO:0044297)
Prex1	176	10	G-protein coupled receptor signaling pathway- FDR:0.045459[286](GO:0007186); positive regulation of cell development- FDR:0.04591818[353](GO:0010720); lipid binding- FDR:0.04810476[364](GO:0008289); dendrite- FDR:0.04377533[382](GO:0030425); regulation of cell projection organization- FDR:0.06674536[386](GO:0031344); positive regulation of hydrolase activity- FDR:0.005051[390](GO:0051345); regulation of neuron differentiation- FDR:2.526e-09[400](GO:0045664); regulation of neurogenesis- FDR:1.684e-09[472](GO:0050767); cell adhesion- FDR:5.051e-09[489](GO:0007155); biological adhesion- FDR:0.01803929[493](GO:0022610)	G-protein coupled receptor signaling pathway- FDR:0.045459[286](GO:0007186); positive regulation of cell development- FDR:0.04591818[353](GO:0010720); lipid binding- FDR:0.04810476[364](GO:0008289); dendrite- FDR:0.04377533[382](GO:0030425); positive regulation of hydrolase activity- FDR:0.005051[390](GO:0051345); regulation of neuron differentiation- FDR:2.526e-09[400](GO:0045664); regulation of neurogenesis- FDR:1.684e-09[472](GO:0050767); cell adhesion- FDR:5.051e-09[489](GO:0007155); biological adhesion- FDR:0.01803929[493](GO:0022610)
Tardbp	178	4	negative regulation of protein phosphorylation- FDR:0.04690214[247](GO:0001933); negative regulation of phosphorylation- FDR:0.04120553[267](GO:0042326); negative regulation of protein modification process- FDR:0.04392174[354](GO:0031400); double-stranded DNA binding- FDR:0.06837329[378](GO:0003690)	negative regulation of protein phosphorylation- FDR:0.04690214[247](GO:0001933); negative regulation of phosphorylation- FDR:0.04120553[267](GO:0042326); negative regulation of protein modification process- FDR:0.04392174[354](GO:0031400)
H2-DMa	179	3	sensory organ development- FDR:0.04349472[270](GO:0007423); cell adhesion- FDR:5.051e-09[489](GO:0007155); biological adhesion- FDR:0.01803929[493](GO:0022610)	sensory organ development- FDR:0.04349472[270](GO:0007423); cell adhesion- FDR:5.051e-09[489](GO:0007155); biological adhesion- FDR:0.01803929[493](GO:0022610)
Chm	180	3	blood vessel development- FDR:0.07886649[295](GO:0001568); cardiovascular system development- FDR:0.004209[480](GO:0072358); circulatory system development- FDR:0.004209[480](GO:0072359)	cardiovascular system development- FDR:0.004209[480](GO:0072358); circulatory system development- FDR:0.004209[480](GO:0072359)
Kcnt1	181	3	metal ion transport- FDR:0.07125518[317](GO:0030001); ion transmembrane transporter activity- FDR:0.06854929[434](GO:0015075); integral component of plasma membrane- FDR:0.07270379[443](GO:0005887)	NA
Pip5k1a	182	4	positive regulation of hydrolase activity- FDR:0.005051[390](GO:0051345); phosphotransferase activity, alcohol group as acceptor- FDR:0.04630083[487](GO:0016773); cell adhesion- FDR:5.051e-09[489](GO:0007155); biological adhesion- FDR:0.01803929[493](GO:0022610)	positive regulation of hydrolase activity- FDR:0.005051[390](GO:0051345); phosphotransferase activity, alcohol group as acceptor- FDR:0.04630083[487](GO:0016773); cell adhesion- FDR:5.051e-09[489](GO:0007155); biological adhesion- FDR:0.01803929[493](GO:0022610)
Cox6a1	184.5	1	ion transmembrane transporter activity- FDR:0.06854929[434](GO:0015075)	NA
Nrbp2	187	1	phosphotransferase activity, alcohol group as acceptor- FDR:0.04630083[487](GO:0016773)	phosphotransferase activity, alcohol group as acceptor- FDR:0.04630083[487](GO:0016773)
Deptor	188	4	negative regulation of protein phosphorylation- FDR:0.04690214[247](GO:0001933); negative regulation of phosphorylation- FDR:0.04120553[267](GO:0042326); negative regulation of protein modification process- FDR:0.04392174[354](GO:0031400); regulation of kinase activity- FDR:0.040408[442](GO:0043549)	negative regulation of protein phosphorylation- FDR:0.04690214[247](GO:0001933); negative regulation of phosphorylation- FDR:0.04120553[267](GO:0042326); negative regulation of protein modification process- FDR:0.04392174[354](GO:0031400); regulation of kinase activity- FDR:0.040408[442](GO:0043549)
Tpm2	189	1	actin binding- FDR:0.025255[244](GO:0003779)	actin binding- FDR:0.025255[244](GO:0003779)
Dnmt3b	190	9	positive regulation of neurogenesis- FDR:0.07619305[294](GO:0050769); response to organonitrogen compound- FDR:0.04371058[301](GO:0010243); response to nitrogen compound- FDR:0.03086722[344](GO:1901698); positive regulation of cell development- FDR:0.04591818[353](GO:0010720); negative regulation of protein modification process- FDR:0.04392174[354](GO:0031400); regulation of neuron differentiation- FDR:2.526e-09[400](GO:0045664); negative regulation of transcription from RNA polymerase II promoter- FDR:0.07997417[435](GO:0000122); sequence-specific DNA binding- FDR:0.04273923[454](GO:0043565); regulation of neurogenesis- FDR:1.684e-09[472](GO:0050767)	response to organonitrogen compound- FDR:0.04371058[301](GO:0010243); response to nitrogen compound- FDR:0.03086722[344](GO:1901698); positive regulation of cell development- FDR:0.04591818[353](GO:0010720); negative regulation of protein modification process- FDR:0.04392174[354](GO:0031400); regulation of neuron differentiation- FDR:2.526e-09[400](GO:0045664); sequence-specific DNA binding- FDR:0.04273923[454](GO:0043565); regulation of neurogenesis- FDR:1.684e-09[472](GO:0050767)
Dhrs3	191	4	bone morphogenesis- FDR:0.07851011[50](GO:0060349); organ morphogenesis- FDR:0.06475641[467](GO:0009887); cardiovascular system development- FDR:0.004209[480](GO:0072358); circulatory system development- FDR:0.004209[480](GO:0072359)	cardiovascular system development- FDR:0.004209[480](GO:0072358); circulatory system development- FDR:0.004209[480](GO:0072359)
Mkx	194	9	transcription regulatory region sequence-specific DNA binding- FDR:0.07389426[325](GO:0000976); negative regulation of cell differentiation- FDR:0.04209167[363](GO:0045596); double-stranded DNA binding- FDR:0.06837329[378](GO:0003690); transcription regulatory region DNA binding- FDR:0.06664514[412](GO:0044212); regulatory region DNA binding- FDR:0.07739435[415](GO:0000975); regulatory region nucleic acid binding- FDR:0.07497578[416](GO:0001067); negative regulation of transcription from RNA polymerase II promoter- FDR:0.07997417[435](GO:0000122); sequence-specific DNA binding- FDR:0.04273923[454](GO:0043565); negative regulation of developmental process- FDR:0.0631375[480](GO:0051093)	negative regulation of cell differentiation- FDR:0.04209167[363](GO:0045596); sequence-specific DNA binding- FDR:0.04273923[454](GO:0043565)
Negr1	195	10	positive regulation of neurogenesis- FDR:0.07619305[294](GO:0050769); positive regulation of cell development- FDR:0.04591818[353](GO:0010720); dendrite- FDR:0.04377533[382](GO:0030425); neuronal cell body- FDR:0.006314[384](GO:0043025); regulation of cell projection organization- FDR:0.06674536[386](GO:0031344); regulation of neuron differentiation- FDR:2.526e-09[400](GO:0045664); cell body- FDR:0.03673455[433](GO:0044297); regulation of neurogenesis- FDR:1.684e-09[472](GO:0050767); cell adhesion- FDR:5.051e-09[489](GO:0007155); biological adhesion- FDR:0.01803929[493](GO:0022610)	positive regulation of cell development- FDR:0.04591818[353](GO:0010720); dendrite- FDR:0.04377533[382](GO:0030425); neuronal cell body- FDR:0.006314[384](GO:0043025); regulation of neuron differentiation- FDR:2.526e-09[400](GO:0045664); cell body- FDR:0.03673455[433](GO:0044297); regulation of neurogenesis- FDR:1.684e-09[472](GO:0050767); cell adhesion- FDR:5.051e-09[489](GO:0007155); biological adhesion- FDR:0.01803929[493](GO:0022610)
Ece1	197	6	side of membrane- FDR:0.045459[222](GO:0098552); regulation of system process- FDR:0.03862529[238](GO:0044057); sensory organ development- FDR:0.04349472[270](GO:0007423); regulation of MAPK cascade- FDR:0.04103938[373](GO:0043408); cardiovascular system development- FDR:0.004209[480](GO:0072358); circulatory system development- FDR:0.004209[480](GO:0072359)	side of membrane- FDR:0.045459[222](GO:0098552); regulation of system process- FDR:0.03862529[238](GO:0044057); sensory organ development- FDR:0.04349472[270](GO:0007423); regulation of MAPK cascade- FDR:0.04103938[373](GO:0043408); cardiovascular system development- FDR:0.004209[480](GO:0072358); circulatory system development- FDR:0.004209[480](GO:0072359)
