Sample	cell_type	PC1	PC1_scaled	group	adj_p_all	adj_p_wt	dataset	keyword	disease	significance	brain_cells	plot_title	Study	outlier	Model_types
GSE48622_APPKO_rep1	Microglia_activation	-1.45687048494889	0.283956938688476	Disease	0.587143469942213	0.587143469942213	mixed_model	early	AD		microglia_act	AD early	GSE48622	NA	KO models
GSE48622_APPKO_rep2	Microglia_activation	1.06244415126324	0.406493979819622	Disease	0.587143469942213	0.587143469942213	mixed_model	early	AD		microglia_act	AD early	GSE48622	NA	KO models
GSE48622_APPKO_rep3	Microglia_activation	-1.2099381629003	0.295967489363072	Disease	0.587143469942213	0.587143469942213	mixed_model	early	AD		microglia_act	AD early	GSE48622	NA	KO models
GSE48622_APPKO_rep4	Microglia_activation	-0.0411908659717694	0.352814233924908	Disease	0.587143469942213	0.587143469942213	mixed_model	early	AD		microglia_act	AD early	GSE48622	NA	KO models
GSE48622_N.dCKO_rep1	Microglia_activation	-1.68009470791658	0.273099527153572	Disease	0.587143469942213	0.587143469942213	mixed_model	early	AD		microglia_act	AD early	GSE48622	NA	KO models
GSE48622_N.dCKO_rep2	Microglia_activation	-1.54168059887475	0.279831856307302	Disease	0.587143469942213	0.587143469942213	mixed_model	early	AD		microglia_act	AD early	GSE48622	NA	KO models
GSE48622_N.dCKO_rep3	Microglia_activation	-1.92349190484798	0.261260921565018	Disease	0.587143469942213	0.587143469942213	mixed_model	early	AD		microglia_act	AD early	GSE48622	NA	KO models
GSE48622_N.dCKO_rep4	Microglia_activation	-1.44500899161726	0.284533870317167	Disease	0.587143469942213	0.587143469942213	mixed_model	early	AD		microglia_act	AD early	GSE48622	NA	KO models
GSE63617_3m_hp_VH_rep1	Microglia_activation	-0.890441074618109	0.311507520483194	WT	NA	NA	mixed_model	early	AD		microglia_act	AD early	GSE63617	NA	Other models
GSE63617_3m_hp_VH_rep2	Microglia_activation	1.56131750545943	0.430758700011254	WT	NA	NA	mixed_model	early	AD		microglia_act	AD early	GSE63617	NA	Other models
GSE63617_3m_hp_VH_rep3	Microglia_activation	-0.390412068194721	0.33582845048779	WT	NA	NA	mixed_model	early	AD		microglia_act	AD early	GSE63617	NA	Other models
GSE63617_3m_hp_VH_rep4	Microglia_activation	-1.26537333926577	0.293271175695549	WT	NA	NA	mixed_model	early	AD		microglia_act	AD early	GSE63617	NA	Other models
GSE63617_3m_hp_VH_rep5	Microglia_activation	6.39601848304868	0.66591390612651	WT	NA	NA	mixed_model	early	AD		microglia_act	AD early	GSE63617	GSE63617_3m_hp_VH_rep5	Other models
GSE63617_6m_hp_VH_rep1	Microglia_activation	-0.725064926891755	0.319551257269689	WT	NA	NA	mixed_model	early	AD		microglia_act	AD early	GSE63617	NA	Other models
GSE63617_6m_hp_VH_rep2	Microglia_activation	-2.60489743166594	0.228118012034582	WT	NA	NA	mixed_model	early	AD		microglia_act	AD early	GSE63617	NA	Other models
GSE63617_6m_hp_VH_rep3	Microglia_activation	-0.42439730759609	0.334175441126228	WT	NA	NA	mixed_model	early	AD		microglia_act	AD early	GSE63617	NA	Other models
GSE63617_6m_hp_VH_rep4	Microglia_activation	-0.530570945850224	0.3290112574666	WT	NA	NA	mixed_model	early	AD		microglia_act	AD early	GSE63617	NA	Other models
GSE63617_6m_hp_VH_rep5	Microglia_activation	1.47807773959937	0.426709997849829	WT	NA	NA	mixed_model	early	AD		microglia_act	AD early	GSE63617	NA	Other models
GSE63617_3m_hp_AD11_rep1	Microglia_activation	2.14175010330831	0.458990383380268	Disease	0.587143469942213	0.587143469942213	mixed_model	early	AD		microglia_act	AD early	GSE63617	NA	Other models
GSE63617_3m_hp_AD11_rep2	Microglia_activation	3.61739260105707	0.53076421537506	Disease	0.587143469942213	0.587143469942213	mixed_model	early	AD		microglia_act	AD early	GSE63617	NA	Other models
GSE63617_3m_hp_AD11_rep3	Microglia_activation	0.836347166765998	0.395496839926598	Disease	0.587143469942213	0.587143469942213	mixed_model	early	AD		microglia_act	AD early	GSE63617	NA	Other models
GSE63617_3m_hp_AD11_rep4	Microglia_activation	-2.64374525143076	0.226228491440388	Disease	0.587143469942213	0.587143469942213	mixed_model	early	AD		microglia_act	AD early	GSE63617	NA	Other models
GSE63617_3m_hp_AD11_rep5	Microglia_activation	-0.552582306655309	0.327940646044923	Disease	0.587143469942213	0.587143469942213	mixed_model	early	AD		microglia_act	AD early	GSE63617	NA	Other models
GSE63617_6m_hp_AD11_rep1	Microglia_activation	-2.98769509476644	0.209499101830186	Disease	0.587143469942213	0.587143469942213	mixed_model	early	AD		microglia_act	AD early	GSE63617	NA	Other models
GSE63617_6m_hp_AD11_rep2	Microglia_activation	-4.73549225229135	0.124487928909546	Disease	0.587143469942213	0.587143469942213	mixed_model	early	AD		microglia_act	AD early	GSE63617	NA	Other models
GSE63617_6m_hp_AD11_rep3	Microglia_activation	-4.13158247683926	0.153861519619652	Disease	0.587143469942213	0.587143469942213	mixed_model	early	AD		microglia_act	AD early	GSE63617	NA	Other models
GSE63617_6m_hp_AD11_rep4	Microglia_activation	3.08694434305501	0.50496372222726	Disease	0.587143469942213	0.587143469942213	mixed_model	early	AD		microglia_act	AD early	GSE63617	NA	Other models
GSE63617_6m_hp_AD11_rep5	Microglia_activation	2.84377182234075	0.49313604467384	Disease	0.587143469942213	0.587143469942213	mixed_model	early	AD		microglia_act	AD early	GSE63617	NA	Other models
GSE64398_WT_2m_Hipp_rep1	Microglia_activation	-1.44008450043959	0.284773392832264	WT	NA	NA	mixed_model	early	AD		microglia_act	AD early	GSE64398	NA	Amyloid transgenic models
GSE64398_WT_2m_Hipp_rep10	Microglia_activation	-2.1176374417317	0.251817869356851	WT	NA	NA	mixed_model	early	AD		microglia_act	AD early	GSE64398	NA	Amyloid transgenic models
GSE64398_WT_2m_Hipp_rep11	Microglia_activation	-4.55141200196587	0.133441415259103	WT	NA	NA	mixed_model	early	AD		microglia_act	AD early	GSE64398	NA	Amyloid transgenic models
GSE64398_WT_2m_Hipp_rep12	Microglia_activation	1.13169811489726	0.409862426010636	WT	NA	NA	mixed_model	early	AD		microglia_act	AD early	GSE64398	NA	Amyloid transgenic models
GSE64398_WT_2m_Hipp_rep2	Microglia_activation	-1.70067939217187	0.272098307907272	WT	NA	NA	mixed_model	early	AD		microglia_act	AD early	GSE64398	NA	Amyloid transgenic models
GSE64398_WT_2m_Hipp_rep3	Microglia_activation	1.6034957833725	0.432810210886944	WT	NA	NA	mixed_model	early	AD		microglia_act	AD early	GSE64398	NA	Amyloid transgenic models
GSE64398_WT_2m_Hipp_rep4	Microglia_activation	5.565177835182	0.625502616017014	WT	NA	NA	mixed_model	early	AD		microglia_act	AD early	GSE64398	GSE64398_WT_2m_Hipp_rep4	Amyloid transgenic models
GSE64398_WT_2m_Hipp_rep5	Microglia_activation	-1.80477136583564	0.267035374411424	WT	NA	NA	mixed_model	early	AD		microglia_act	AD early	GSE64398	NA	Amyloid transgenic models
GSE64398_WT_2m_Hipp_rep6	Microglia_activation	-1.27721654792154	0.292695133415908	WT	NA	NA	mixed_model	early	AD		microglia_act	AD early	GSE64398	NA	Amyloid transgenic models
GSE64398_WT_2m_Hipp_rep7	Microglia_activation	0.733406746230314	0.390489916867474	WT	NA	NA	mixed_model	early	AD		microglia_act	AD early	GSE64398	NA	TAU transgenic models
GSE64398_WT_2m_Hipp_rep8	Microglia_activation	-3.13451892214227	0.202357732064147	WT	NA	NA	mixed_model	early	AD		microglia_act	AD early	GSE64398	NA	TAU transgenic models
GSE64398_WT_2m_Hipp_rep9	Microglia_activation	-1.18938926940749	0.296966967781105	WT	NA	NA	mixed_model	early	AD		microglia_act	AD early	GSE64398	NA	TAU transgenic models
GSE64398_WT_4m_Hipp_rep1	Microglia_activation	-4.23135767958247	0.149008549710027	WT	NA	NA	mixed_model	early	AD		microglia_act	AD early	GSE64398	NA	TAU transgenic models
GSE64398_WT_4m_Hipp_rep2	Microglia_activation	0.997664986357624	0.403343183535432	WT	NA	NA	mixed_model	early	AD		microglia_act	AD early	GSE64398	NA	TAU transgenic models
GSE64398_WT_4m_Hipp_rep3	Microglia_activation	2.45792885501683	0.474369013800625	WT	NA	NA	mixed_model	early	AD		microglia_act	AD early	GSE64398	NA	TAU transgenic models
GSE64398_WT_4m_Hipp_rep4	Microglia_activation	-1.8732543159474	0.263704429576663	WT	NA	NA	mixed_model	early	AD		microglia_act	AD early	GSE64398	NA	TAU transgenic models
GSE64398_WT_4m_Hipp_rep5	Microglia_activation	-1.14005114922498	0.299366726499304	WT	NA	NA	mixed_model	early	AD		microglia_act	AD early	GSE64398	NA	Amyloid transgenic models
GSE64398_WT_4m_Hipp_rep6	Microglia_activation	3.62080207676665	0.530930048994749	WT	NA	NA	mixed_model	early	AD		microglia_act	AD early	GSE64398	NA	Amyloid transgenic models
GSE64398_WT_4m_Hipp_rep7	Microglia_activation	-2.26551192549316	0.244625396674611	WT	NA	NA	mixed_model	early	AD		microglia_act	AD early	GSE64398	NA	Amyloid transgenic models
GSE64398_WT_4m_Hipp_rep8	Microglia_activation	1.5026445761527	0.42790490515435	WT	NA	NA	mixed_model	early	AD		microglia_act	AD early	GSE64398	NA	Amyloid transgenic models
GSE64398_WT_4m_Hipp_rep9	Microglia_activation	0.220344150304085	0.365535045603601	WT	NA	NA	mixed_model	early	AD		microglia_act	AD early	GSE64398	NA	Amyloid transgenic models
GSE64398_WT_8m_Hipp_rep1	Microglia_activation	-4.6983503489116	0.126294475371316	WT	NA	NA	mixed_model	early	AD		microglia_act	AD early	GSE64398	NA	Amyloid transgenic models
GSE64398_WT_8m_Hipp_rep10	Microglia_activation	1.95808051394947	0.450056871185204	WT	NA	NA	mixed_model	early	AD		microglia_act	AD early	GSE64398	NA	Amyloid transgenic models
GSE64398_WT_8m_Hipp_rep2	Microglia_activation	-3.59340755669333	0.180037830183554	WT	NA	NA	mixed_model	early	AD		microglia_act	AD early	GSE64398	NA	Amyloid transgenic models
GSE64398_WT_8m_Hipp_rep3	Microglia_activation	-1.9556553372998	0.259696523141487	WT	NA	NA	mixed_model	early	AD		microglia_act	AD early	GSE64398	NA	Amyloid transgenic models
GSE64398_WT_8m_Hipp_rep4	Microglia_activation	3.9573454172725	0.547299193429992	WT	NA	NA	mixed_model	early	AD		microglia_act	AD early	GSE64398	NA	Amyloid transgenic models
GSE64398_WT_8m_Hipp_rep5	Microglia_activation	-4.04891392652045	0.157882438406476	WT	NA	NA	mixed_model	early	AD		microglia_act	AD early	GSE64398	NA	Amyloid transgenic models
GSE64398_WT_8m_Hipp_rep6	Microglia_activation	1.38234919597072	0.422053853547946	WT	NA	NA	mixed_model	early	AD		microglia_act	AD early	GSE64398	NA	Amyloid transgenic models
GSE64398_WT_8m_Hipp_rep7	Microglia_activation	-0.752315012461599	0.318225839313431	WT	NA	NA	mixed_model	early	AD		microglia_act	AD early	GSE64398	NA	Amyloid transgenic models
GSE64398_WT_8m_Hipp_rep8	Microglia_activation	0.396549618436703	0.374105510120317	WT	NA	NA	mixed_model	early	AD		microglia_act	AD early	GSE64398	NA	Amyloid transgenic models
GSE64398_WT_8m_Hipp_rep9	Microglia_activation	-2.32890076812062	0.241542224328986	WT	NA	NA	mixed_model	early	AD		microglia_act	AD early	GSE64398	NA	Amyloid transgenic models
GSE64398_WT_18m_Hipp_rep1	Microglia_activation	5.72768200364877	0.633406662494248	WT	NA	NA	mixed_model	early	AD		microglia_act	AD early	GSE64398	GSE64398_WT_18m_Hipp_rep1	Amyloid transgenic models
GSE64398_WT_18m_Hipp_rep2	Microglia_activation	2.53501385553926	0.478118354094942	WT	NA	NA	mixed_model	early	AD		microglia_act	AD early	GSE64398	NA	Amyloid transgenic models
GSE64398_WT_18m_Hipp_rep3	Microglia_activation	5.70651092175415	0.632376921430697	WT	NA	NA	mixed_model	early	AD		microglia_act	AD early	GSE64398	GSE64398_WT_18m_Hipp_rep3	Amyloid transgenic models
GSE64398_WT_18m_Hipp_rep4	Microglia_activation	3.7531159324946	0.537365667693783	WT	NA	NA	mixed_model	early	AD		microglia_act	AD early	GSE64398	NA	Amyloid transgenic models
GSE64398_WT_18m_Hipp_rep5	Microglia_activation	3.43869015366909	0.522072300188657	WT	NA	NA	mixed_model	early	AD		microglia_act	AD early	GSE64398	NA	Amyloid transgenic models
GSE64398_WT_18m_Hipp_rep6	Microglia_activation	3.29309423890427	0.514990654911159	WT	NA	NA	mixed_model	early	AD		microglia_act	AD early	GSE64398	NA	Amyloid transgenic models
GSE64398_WT_18m_Hipp_rep7	Microglia_activation	-0.606839608934831	0.325301623040203	WT	NA	NA	mixed_model	early	AD		microglia_act	AD early	GSE64398	NA	Amyloid transgenic models
GSE64398_het_TASTPM_2m_Hipp_rep1	Microglia_activation	-0.045863988574321	0.352586937735568	Disease	0.587143469942213	0.587143469942213	mixed_model	early	AD		microglia_act	AD early	GSE64398	NA	Amyloid transgenic models
GSE64398_het_TASTPM_2m_Hipp_rep2	Microglia_activation	-2.10166571052605	0.252594719003002	Disease	0.587143469942213	0.587143469942213	mixed_model	early	AD		microglia_act	AD early	GSE64398	NA	Amyloid transgenic models
GSE64398_het_TASTPM_2m_Hipp_rep3	Microglia_activation	-4.98949829699161	0.112133319167829	Disease	0.587143469942213	0.587143469942213	mixed_model	early	AD		microglia_act	AD early	GSE64398	NA	Amyloid transgenic models
GSE64398_het_TASTPM_2m_Hipp_rep4	Microglia_activation	-3.26654293471667	0.195936211057366	Disease	0.587143469942213	0.587143469942213	mixed_model	early	AD		microglia_act	AD early	GSE64398	NA	Amyloid transgenic models
GSE64398_ho_TASTPM_2m_Hipp_rep1	Microglia_activation	0.212247950387479	0.36514125422561	Disease	0.587143469942213	0.587143469942213	mixed_model	early	AD		microglia_act	AD early	GSE64398	NA	Amyloid transgenic models
GSE64398_ho_TASTPM_2m_Hipp_rep2	Microglia_activation	-1.83703423199588	0.265466139627939	Disease	0.587143469942213	0.587143469942213	mixed_model	early	AD		microglia_act	AD early	GSE64398	NA	Amyloid transgenic models
GSE64398_ho_TASTPM_2m_Hipp_rep3	Microglia_activation	-3.68077838226822	0.175788197250356	Disease	0.587143469942213	0.587143469942213	mixed_model	early	AD		microglia_act	AD early	GSE64398	NA	Amyloid transgenic models
GSE64398_ho_TASTPM_2m_Hipp_rep4	Microglia_activation	-3.41147475195261	0.188886866845023	Disease	0.587143469942213	0.587143469942213	mixed_model	early	AD		microglia_act	AD early	GSE64398	NA	Amyloid transgenic models
GSE64398_TAS10_2m_Hipp_rep1	Microglia_activation	-4.25469104564022	0.147873637224207	Disease	0.587143469942213	0.587143469942213	mixed_model	early	AD		microglia_act	AD early	GSE64398	NA	Amyloid transgenic models
GSE64398_TAS10_2m_Hipp_rep2	Microglia_activation	-0.97807511945126	0.307245084818408	Disease	0.587143469942213	0.587143469942213	mixed_model	early	AD		microglia_act	AD early	GSE64398	NA	Amyloid transgenic models
GSE64398_TAS10_2m_Hipp_rep3	Microglia_activation	-1.0370116627977	0.304378468028126	Disease	0.587143469942213	0.587143469942213	mixed_model	early	AD		microglia_act	AD early	GSE64398	NA	Amyloid transgenic models
GSE64398_TAS10_2m_Hipp_rep4	Microglia_activation	-2.54704391148519	0.230931951619607	Disease	0.587143469942213	0.587143469942213	mixed_model	early	AD		microglia_act	AD early	GSE64398	NA	Amyloid transgenic models
GSE64398_TAU_2m_Hipp_rep2	Microglia_activation	-6.4452953054595	0.0413247526866523	Disease	0.587143469942213	0.587143469942213	mixed_model	early	AD		microglia_act	AD early	GSE64398	NA	TAU transgenic models
GSE64398_TAU_2m_Hipp_rep3	Microglia_activation	3.46061483472048	0.523138695590472	Disease	0.587143469942213	0.587143469942213	mixed_model	early	AD		microglia_act	AD early	GSE64398	NA	TAU transgenic models
GSE64398_TAU_2m_Hipp_rep4	Microglia_activation	-0.285208883935875	0.340945432198354	Disease	0.587143469942213	0.587143469942213	mixed_model	early	AD		microglia_act	AD early	GSE64398	NA	TAU transgenic models
GSE64398_TPM_2m_Hipp_rep1	Microglia_activation	2.01240268670399	0.452699049427443	Disease	0.587143469942213	0.587143469942213	mixed_model	early	AD		microglia_act	AD early	GSE64398	NA	Amyloid transgenic models
GSE64398_TPM_2m_Hipp_rep2	Microglia_activation	-0.291900128887974	0.340619976478719	Disease	0.587143469942213	0.587143469942213	mixed_model	early	AD		microglia_act	AD early	GSE64398	NA	Amyloid transgenic models
GSE64398_TPM_2m_Hipp_rep3	Microglia_activation	4.14867779034429	0.556605416055709	Disease	0.587143469942213	0.587143469942213	mixed_model	early	AD		microglia_act	AD early	GSE64398	NA	Amyloid transgenic models
GSE64398_het_TASTPM_4m_Hipp_rep1	Microglia_activation	4.51962695702956	0.574648026788928	Disease	0.587143469942213	0.587143469942213	mixed_model	early	AD		microglia_act	AD early	GSE64398	NA	Amyloid transgenic models
GSE64398_het_TASTPM_4m_Hipp_rep2	Microglia_activation	-0.726767652227293	0.319468438346845	Disease	0.587143469942213	0.587143469942213	mixed_model	early	AD		microglia_act	AD early	GSE64398	NA	Amyloid transgenic models
GSE64398_het_TASTPM_4m_Hipp_rep3	Microglia_activation	-1.52552373214908	0.280617710767105	Disease	0.587143469942213	0.587143469942213	mixed_model	early	AD		microglia_act	AD early	GSE64398	NA	Amyloid transgenic models
GSE64398_het_TASTPM_4m_Hipp_rep4	Microglia_activation	-4.0385431634387	0.158386862349418	Disease	0.587143469942213	0.587143469942213	mixed_model	early	AD		microglia_act	AD early	GSE64398	NA	Amyloid transgenic models
GSE64398_TAS10_4m_Hipp_rep1	Microglia_activation	-0.252208869343217	0.34255052117269	Disease	0.587143469942213	0.587143469942213	mixed_model	early	AD		microglia_act	AD early	GSE64398	NA	Amyloid transgenic models
GSE64398_TAS10_4m_Hipp_rep2	Microglia_activation	-1.24874354591806	0.294080032851444	Disease	0.587143469942213	0.587143469942213	mixed_model	early	AD		microglia_act	AD early	GSE64398	NA	Amyloid transgenic models
GSE64398_TAU_4m_Hipp_rep1	Microglia_activation	-7.29491639407307	8.64002883817853e-17	Disease	0.587143469942213	0.587143469942213	mixed_model	early	AD		microglia_act	AD early	GSE64398	GSE64398_TAU_4m_Hipp_rep1	TAU transgenic models
GSE64398_TAU_4m_Hipp_rep2	Microglia_activation	-4.71148489529024	0.125655623666688	Disease	0.587143469942213	0.587143469942213	mixed_model	early	AD		microglia_act	AD early	GSE64398	NA	TAU transgenic models
GSE64398_TAU_4m_Hipp_rep3	Microglia_activation	-0.690729108357892	0.32122131846311	Disease	0.587143469942213	0.587143469942213	mixed_model	early	AD		microglia_act	AD early	GSE64398	NA	TAU transgenic models
GSE64398_TAU_4m_Hipp_rep4	Microglia_activation	-1.46505467336576	0.283558867634448	Disease	0.587143469942213	0.587143469942213	mixed_model	early	AD		microglia_act	AD early	GSE64398	NA	TAU transgenic models
GSE64398_TPM_4m_Hipp_rep1	Microglia_activation	2.20614234771798	0.462122360223629	Disease	0.587143469942213	0.587143469942213	mixed_model	early	AD		microglia_act	AD early	GSE64398	NA	Amyloid transgenic models
GSE64398_TPM_4m_Hipp_rep2	Microglia_activation	13.2647006242277	0.999999999999999	Disease	0.587143469942213	0.587143469942213	mixed_model	early	AD		microglia_act	AD early	GSE64398	GSE64398_TPM_4m_Hipp_rep2	Amyloid transgenic models
GSE64398_TPM_4m_Hipp_rep3	Microglia_activation	-0.963691402850595	0.307944694961333	Disease	0.587143469942213	0.587143469942213	mixed_model	early	AD		microglia_act	AD early	GSE64398	NA	Amyloid transgenic models
GSE64398_TPM_4m_Hipp_rep4	Microglia_activation	4.99724955690499	0.597879130726822	Disease	0.587143469942213	0.587143469942213	mixed_model	early	AD		microglia_act	AD early	GSE64398	NA	Amyloid transgenic models
GSE64398_TPM_8m_Hipp_rep1	Microglia_activation	-0.986266599802404	0.30684665909171	Disease	0.587143469942213	0.587143469942213	mixed_model	early	AD		microglia_act	AD early	GSE64398	NA	Amyloid transgenic models
GSE64398_TPM_8m_Hipp_rep2	Microglia_activation	2.01214257164947	0.452686397681339	Disease	0.587143469942213	0.587143469942213	mixed_model	early	AD		microglia_act	AD early	GSE64398	NA	Amyloid transgenic models
GSE64398_TPM_8m_Hipp_rep3	Microglia_activation	6.20934081980841	0.656834084110657	Disease	0.587143469942213	0.587143469942213	mixed_model	early	AD		microglia_act	AD early	GSE64398	NA	Amyloid transgenic models
GSE64398_TPM_8m_Hipp_rep4	Microglia_activation	-1.67764781907765	0.273218541473574	Disease	0.587143469942213	0.587143469942213	mixed_model	early	AD		microglia_act	AD early	GSE64398	NA	Amyloid transgenic models
GSE64398_TPM_18m_Hipp_rep1	Microglia_activation	6.60472159544167	0.676065024807719	Disease	0.587143469942213	0.587143469942213	mixed_model	early	AD		microglia_act	AD early	GSE64398	GSE64398_TPM_18m_Hipp_rep1	Amyloid transgenic models
GSE64398_TPM_18m_Hipp_rep2	Microglia_activation	5.7407959954163	0.634044514442358	Disease	0.587143469942213	0.587143469942213	mixed_model	early	AD		microglia_act	AD early	GSE64398	NA	Amyloid transgenic models
GSE64398_TPM_18m_Hipp_rep3	Microglia_activation	3.35810603682654	0.51815276624156	Disease	0.587143469942213	0.587143469942213	mixed_model	early	AD		microglia_act	AD early	GSE64398	NA	Amyloid transgenic models
GSE36237_HippVeh_WT_1	Microglia_deactivation	-2.58377929134347	0.212248195949518	WT	NA	NA	mixed_model	early	AD		microglia_act	AD early	GSE36237	NA	Amyloid transgenic models
GSE36237_HippVeh_WT_2	Microglia_deactivation	0.639576618903962	0.355543010150807	WT	NA	NA	mixed_model	early	AD		microglia_act	AD early	GSE36237	NA	Amyloid transgenic models
GSE36237_HippVeh_WT_3	Microglia_deactivation	-1.43120934513597	0.263485881422208	WT	NA	NA	mixed_model	early	AD		microglia_act	AD early	GSE36237	NA	Amyloid transgenic models
GSE36237_HippVeh_WT_4	Microglia_deactivation	-1.09904145839346	0.278252459156638	WT	NA	NA	mixed_model	early	AD		microglia_act	AD early	GSE36237	NA	Amyloid transgenic models
GSE36237_HippVeh_WT_5	Microglia_deactivation	-0.235735185101578	0.316630880737974	WT	NA	NA	mixed_model	early	AD		microglia_act	AD early	GSE36237	NA	Amyloid transgenic models
GSE36237_HippVeh_WT_6	Microglia_deactivation	-1.92521889134655	0.241524606245346	WT	NA	NA	mixed_model	early	AD		microglia_act	AD early	GSE36237	NA	Amyloid transgenic models
GSE36237_HippVeh_WT_7	Microglia_deactivation	2.10860900652098	0.42084908521687	WT	NA	NA	mixed_model	early	AD		microglia_act	AD early	GSE36237	NA	Amyloid transgenic models
GSE36237_HippVeh_WT_8	Microglia_deactivation	-1.23614607711821	0.272157450906434	WT	NA	NA	mixed_model	early	AD		microglia_act	AD early	GSE36237	NA	Amyloid transgenic models
GSE36237_HippVeh_TG_1	Microglia_deactivation	-0.284420068423089	0.31446658628703	Disease	0.142825595188615	0.142825595188615	mixed_model	early	AD		microglia_act	AD early	GSE36237	NA	Amyloid transgenic models
GSE36237_HippVeh_TG_2	Microglia_deactivation	2.78679036769575	0.450997748551058	Disease	0.142825595188615	0.142825595188615	mixed_model	early	AD		microglia_act	AD early	GSE36237	NA	Amyloid transgenic models
GSE36237_HippVeh_TG_3	Microglia_deactivation	0.0647145685466891	0.32998742367789	Disease	0.142825595188615	0.142825595188615	mixed_model	early	AD		microglia_act	AD early	GSE36237	NA	Amyloid transgenic models
GSE36237_HippVeh_TG_4	Microglia_deactivation	0.796597826332255	0.362523413609379	Disease	0.142825595188615	0.142825595188615	mixed_model	early	AD		microglia_act	AD early	GSE36237	NA	Amyloid transgenic models
GSE36237_HippVeh_TG_5	Microglia_deactivation	-1.32663147607685	0.26813490769596	Disease	0.142825595188615	0.142825595188615	mixed_model	early	AD		microglia_act	AD early	GSE36237	NA	Amyloid transgenic models
GSE36237_HippVeh_TG_6	Microglia_deactivation	3.89073365422109	0.500073727914214	Disease	0.142825595188615	0.142825595188615	mixed_model	early	AD		microglia_act	AD early	GSE36237	NA	Amyloid transgenic models
GSE36237_HippVeh_TG_7	Microglia_deactivation	0.688781601425683	0.357730425696764	Disease	0.142825595188615	0.142825595188615	mixed_model	early	AD		microglia_act	AD early	GSE36237	NA	Amyloid transgenic models
GSE36237_HippVeh_TG_8	Microglia_deactivation	-1.40572321808607	0.264618871368716	Disease	0.142825595188615	0.142825595188615	mixed_model	early	AD		microglia_act	AD early	GSE36237	NA	Amyloid transgenic models
GSE48622_WT_rep1	Microglia_deactivation	0.727717132177205	0.359461311084608	WT	NA	NA	mixed_model	early	AD		microglia_act	AD early	GSE48622	NA	KO models
GSE48622_WT_rep2	Microglia_deactivation	2.44111438861958	0.435630666362556	WT	NA	NA	mixed_model	early	AD		microglia_act	AD early	GSE48622	NA	KO models
GSE48622_WT_rep3	Microglia_deactivation	3.09775751994307	0.464821844165918	WT	NA	NA	mixed_model	early	AD		microglia_act	AD early	GSE48622	NA	KO models
GSE48622_WT_rep4	Microglia_deactivation	1.30155963683428	0.384971573486667	WT	NA	NA	mixed_model	early	AD		microglia_act	AD early	GSE48622	NA	KO models
GSE48622_APLP2KO_rep1	Microglia_deactivation	-1.34773349008698	0.2671968142117	Disease	0.142825595188615	0.142825595188615	mixed_model	early	AD		microglia_act	AD early	GSE48622	NA	KO models
GSE48622_APLP2KO_rep2	Microglia_deactivation	0.556773906568646	0.351862002030751	Disease	0.142825595188615	0.142825595188615	mixed_model	early	AD		microglia_act	AD early	GSE48622	NA	KO models
GSE48622_APLP2KO_rep3	Microglia_deactivation	-0.951278859753282	0.284821269647199	Disease	0.142825595188615	0.142825595188615	mixed_model	early	AD		microglia_act	AD early	GSE48622	NA	KO models
GSE48622_APLP2KO_rep4	Microglia_deactivation	0.0738821393560995	0.330394969537668	Disease	0.142825595188615	0.142825595188615	mixed_model	early	AD		microglia_act	AD early	GSE48622	NA	KO models
GSE48622_APPKO_rep1	Microglia_deactivation	-1.59763616533599	0.256087349909489	Disease	0.142825595188615	0.142825595188615	mixed_model	early	AD		microglia_act	AD early	GSE48622	NA	KO models
GSE48622_APPKO_rep2	Microglia_deactivation	0.525943779905379	0.350491443707368	Disease	0.142825595188615	0.142825595188615	mixed_model	early	AD		microglia_act	AD early	GSE48622	NA	KO models
GSE48622_APPKO_rep3	Microglia_deactivation	0.862986555863054	0.365474735439194	Disease	0.142825595188615	0.142825595188615	mixed_model	early	AD		microglia_act	AD early	GSE48622	NA	KO models
GSE48622_APPKO_rep4	Microglia_deactivation	0.149355626866645	0.333750155769373	Disease	0.142825595188615	0.142825595188615	mixed_model	early	AD		microglia_act	AD early	GSE48622	NA	KO models
GSE48622_N.dCKO_rep1	Microglia_deactivation	-1.95630329417114	0.240142744033622	Disease	0.142825595188615	0.142825595188615	mixed_model	early	AD		microglia_act	AD early	GSE48622	NA	KO models
GSE48622_N.dCKO_rep2	Microglia_deactivation	-1.64918503314405	0.253795736559763	Disease	0.142825595188615	0.142825595188615	mixed_model	early	AD		microglia_act	AD early	GSE48622	NA	KO models
GSE48622_N.dCKO_rep3	Microglia_deactivation	-4.41379174711335	0.130894692911915	Disease	0.142825595188615	0.142825595188615	mixed_model	early	AD		microglia_act	AD early	GSE48622	NA	KO models
GSE48622_N.dCKO_rep4	Microglia_deactivation	-3.01820453954021	0.192935750486454	Disease	0.142825595188615	0.142825595188615	mixed_model	early	AD		microglia_act	AD early	GSE48622	NA	KO models
GSE63617_3m_hp_VH_rep1	Microglia_deactivation	-0.734846258858576	0.294442816319632	WT	NA	NA	mixed_model	early	AD		microglia_act	AD early	GSE63617	NA	Other models
GSE63617_3m_hp_VH_rep2	Microglia_deactivation	0.651420640863395	0.356069538084219	WT	NA	NA	mixed_model	early	AD		microglia_act	AD early	GSE63617	NA	Other models
